"Status","Year","Region_ITL2","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Devon","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Operational Delivery","Declared non-disabled","60","60","28090","26440"
"Leaver Dept.","2022","Devon","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Operational Delivery","Declared non-disabled","140","130","32740","25250"
"Leaver Dept.","2022","East Anglia","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Science and Engineering","Declared non-disabled","50","50","34280","30460"
"Leaver Dept.","2022","East Anglia","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Science and Engineering","Unknown","50","40","42270","38200"
"Leaver Dept.","2022","East Anglia","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Operational Delivery","Declared non-disabled","130","120","28660","27570"
"Leaver Dept.","2022","East Wales","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Operational Delivery","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","East Wales","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Policy","Declared non-disabled","30","30","[c]","[c]"
