"Status","Year","Sexual_orientation","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Camden and City of London","Project Delivery","80","80","44930","41760"
"In post","2021","Heterosexual / straight","Camden and City of London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Camden and City of London","Security","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Camden and City of London","Unknown","350","340","33610","30460"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Communications","460","440","29240","25560"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Counter Fraud","230","210","31630","31810"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Debt","170","160","23910","20140"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Digital, Data & Technology","250","250","39000","38000"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Finance","70","60","33160","27940"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Human Resources","150","140","36090","30660"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Legal","200","180","40500","38630"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","No function","2770","2560","29720","25560"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Project Delivery","110","100","43100","38630"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Property","100","100","34490","32100"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Security","50","50","24150","20490"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Unknown","3500","3290","38150","32130"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Security","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Project Delivery","60","60","34780","32900"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Unknown","170","170","30180","27570"
"In post","2021","Heterosexual / straight","Central Hampshire","Analysis","260","250","40720","37940"
"In post","2021","Heterosexual / straight","Central Hampshire","Commercial","140","140","33240","33300"
"In post","2021","Heterosexual / straight","Central Hampshire","Communications","60","60","31070","29200"
"In post","2021","Heterosexual / straight","Central Hampshire","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Hampshire","Finance","160","150","38150","33300"
"In post","2021","Heterosexual / straight","Central Hampshire","Human Resources","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Hampshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Hampshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Hampshire","No function","770","740","37560","36410"
"In post","2021","Heterosexual / straight","Central Hampshire","Project Delivery","650","620","39940","39980"
"In post","2021","Heterosexual / straight","Central Hampshire","Property","130","120","39510","40000"
"In post","2021","Heterosexual / straight","Central Hampshire","Security","70","60","28460","20920"
"In post","2021","Heterosexual / straight","Central Hampshire","Unknown","750","720","29220","26670"
"In post","2021","Heterosexual / straight","Central Valleys","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","No function","130","120","26980","26750"
"In post","2021","Heterosexual / straight","Central Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Unknown","1110","1040","36010","28850"
"In post","2021","Heterosexual / straight","Cheshire East","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Grants Management","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","No function","280","260","31870","28200"
"In post","2021","Heterosexual / straight","Cheshire East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Unknown","100","90","27670","27570"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","No function","100","90","26380","23840"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Unknown","220","210","24900","27570"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","No function","760","700","29650","27380"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Unknown","70","60","27610","27570"
"In post","2021","Heterosexual / straight","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Communications","100","90","32450","31810"
"In post","2021","Heterosexual / straight","City of Edinburgh","Counter Fraud","120","120","32080","31810"
"In post","2021","Heterosexual / straight","City of Edinburgh","Debt","210","190","22130","20140"
"In post","2021","Heterosexual / straight","City of Edinburgh","Digital, Data & Technology","120","110","41750","36780"
"In post","2021","Heterosexual / straight","City of Edinburgh","Finance","70","70","37790","35680"
"In post","2021","Heterosexual / straight","City of Edinburgh","Human Resources","140","140","37080","34170"
"In post","2021","Heterosexual / straight","City of Edinburgh","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Legal","160","150","53120","53700"
"In post","2021","Heterosexual / straight","City of Edinburgh","No function","1490","1420","32010","30080"
"In post","2021","Heterosexual / straight","City of Edinburgh","Project Delivery","130","120","44220","37910"
"In post","2021","Heterosexual / straight","City of Edinburgh","Property","60","60","37480","36780"
"In post","2021","Heterosexual / straight","City of Edinburgh","Security","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Unknown","4360","4170","42780","38540"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","No function","170","150","31560","33650"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Project Delivery","100","100","36390","33680"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Property","80","80","33200","33300"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Security","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Unknown","370","340","27120","27570"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","No function","80","80","28120","23970"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Unknown","460","430","36430","34490"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Legal","30","30","[c]","[c]"
