"Status","Year","Sex","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Nottingham","No function","440","420","26700","24500"
"New entrant CS","2022","Female","Nottingham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Orkney Islands","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","No function","190","180","28680","26660"
"New entrant CS","2022","Female","Oxfordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","No function","40","40","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","No function","80","70","27870","26310"
"New entrant CS","2022","Female","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","No function","80","70","26590","23170"
"New entrant CS","2022","Female","Plymouth","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Property","50","50","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","No function","70","60","25010","23170"
"New entrant CS","2022","Female","Portsmouth","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Portsmouth","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Female","Powys","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Powys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Powys","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Powys","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Powys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","No function","100","100","31410","31060"
"New entrant CS","2022","Female","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sandwell","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sandwell","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sandwell","No function","50","50","25490","26220"
"New entrant CS","2022","Female","Sandwell","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Borders","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Borders","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Borders","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","No function","230","220","25530","24800"
"New entrant CS","2022","Female","Sefton","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sefton","Unknown","90","90","22380","21680"
"New entrant CS","2022","Female","Sheffield","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","No function","230","210","27470","25000"
"New entrant CS","2022","Female","Sheffield","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Sheffield","Unknown","110","110","27760","24880"
"New entrant CS","2022","Female","Shetland Islands","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shetland Islands","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","No function","60","50","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Solihull","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Solihull","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Solihull","No function","40","40","[c]","[c]"
"New entrant CS","2022","Female","Solihull","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Solihull","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","No function","100","100","26080","23170"
"New entrant CS","2022","Female","Somerset CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Somerset CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","No function","80","70","26360","23140"
"New entrant CS","2022","Female","South and West Derbyshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Ayrshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Ayrshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Ayrshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Hampshire","Analysis","50","50","[c]","[c]"
"New entrant CS","2022","Female","South Hampshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Hampshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Hampshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Hampshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Hampshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Hampshire","No function","220","170","24010","19860"
"New entrant CS","2022","Female","South Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Hampshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Hampshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Lanarkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Lanarkshire","Debt","50","40","[c]","[c]"
"New entrant CS","2022","Female","South Lanarkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Lanarkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Lanarkshire","No function","130","130","23770","21250"
"New entrant CS","2022","Female","South Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Lanarkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Lanarkshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","South Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Nottinghamshire","No function","50","50","[c]","[c]"
"New entrant CS","2022","Female","South Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Teesside","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Teesside","No function","70","60","26670","27570"
"New entrant CS","2022","Female","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South West Wales","Human Resources","[c]","[c]","[c]","[c]"
