"Status","Year","Profession_of_post","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Finance","Female","SEO/HEO","280","260","36590","36500"
"New entrant CS","2022","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","AA/AO","50","50","21040","21250"
"New entrant CS","2022","Finance","Male","EO","170","160","25100","25120"
"New entrant CS","2022","Finance","Male","G6/G7","80","80","56660","54880"
"New entrant CS","2022","Finance","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","SEO/HEO","260","240","36570","36500"
"New entrant CS","2022","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Male","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Geography","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","AA/AO","170","160","21480","21170"
"New entrant CS","2022","Human Resources","Female","EO","240","220","25980","26250"
"New entrant CS","2022","Human Resources","Female","G6/G7","110","100","55560","54000"
"New entrant CS","2022","Human Resources","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","SEO/HEO","290","280","34570","33080"
"New entrant CS","2022","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","AA/AO","70","70","21550","21170"
"New entrant CS","2022","Human Resources","Male","EO","80","70","25760","26590"
"New entrant CS","2022","Human Resources","Male","G6/G7","50","50","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","SEO/HEO","120","120","34610","33040"
"New entrant CS","2022","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Female","G6/G7","50","50","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Female","SEO/HEO","80","80","47240","46360"
"New entrant CS","2022","Inspector of Education and Training","Male","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","EO","60","50","27250","26590"
"New entrant CS","2022","Intelligence Analysis","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Male","EO","70","70","27410","26590"
"New entrant CS","2022","Intelligence Analysis","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Male","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Female","EO","40","40","[c]","[c]"
"New entrant CS","2022","International Trade","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Female","SEO/HEO","60","60","33040","31800"
"New entrant CS","2022","International Trade","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Male","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","EO","30","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","SEO/HEO","50","50","34070","33060"
"New entrant CS","2022","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","EO","120","120","27610","27130"
"New entrant CS","2022","Legal","Female","G6/G7","250","230","53770","52080"
"New entrant CS","2022","Legal","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","SEO/HEO","230","220","37660","38000"
"New entrant CS","2022","Legal","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","EO","80","80","28110","26970"
"New entrant CS","2022","Legal","Male","G6/G7","130","120","53630","51380"
"New entrant CS","2022","Legal","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","SEO/HEO","120","110","37900","38000"
"New entrant CS","2022","Medicine","Female","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","Medicine","Female","EO","40","30","[c]","[c]"
"New entrant CS","2022","Medicine","Female","G6/G7","50","40","66230","65750"
"New entrant CS","2022","Medicine","Female","SCS","30","20","[c]","[c]"
"New entrant CS","2022","Medicine","Female","SEO/HEO","70","60","37250","39030"
"New entrant CS","2022","Medicine","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Male","G6/G7","40","30","[c]","[c]"
"New entrant CS","2022","Medicine","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Male","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Female","AA/AO","9950","9550","21940","21260"
"New entrant CS","2022","Operational Delivery","Female","EO","4400","4220","27510","27570"
"New entrant CS","2022","Operational Delivery","Female","G6/G7","290","270","56190","53360"
"New entrant CS","2022","Operational Delivery","Female","SCS","40","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Female","SEO/HEO","1180","1140","34960","33080"
"New entrant CS","2022","Operational Delivery","Female","Unknown","6370","5870","27970","24800"
"New entrant CS","2022","Operational Delivery","Male","AA/AO","7520","7390","22410","21260"
"New entrant CS","2022","Operational Delivery","Male","EO","3470","3360","27730","27570"
"New entrant CS","2022","Operational Delivery","Male","G6/G7","220","210","55820","53360"
"New entrant CS","2022","Operational Delivery","Male","SCS","30","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Male","SEO/HEO","1030","1000","35990","33080"
"New entrant CS","2022","Operational Delivery","Male","Unknown","2340","2160","30030","28130"
"New entrant CS","2022","Operational Research","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Other","Female","AA/AO","650","620","21240","21260"
"New entrant CS","2022","Other","Female","EO","370","360","25730","26880"
"New entrant CS","2022","Other","Female","G6/G7","60","50","54720","53600"
"New entrant CS","2022","Other","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Female","SEO/HEO","240","230","34430","33700"
"New entrant CS","2022","Other","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Other","Male","AA/AO","470","460","21140","21260"
"New entrant CS","2022","Other","Male","EO","360","360","25140","26350"
"New entrant CS","2022","Other","Male","G6/G7","90","80","58530","54130"
"New entrant CS","2022","Other","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Male","SEO/HEO","240","230","34630","34000"
"New entrant CS","2022","Other","Male","Unknown","120","120","20890","16190"
"New entrant CS","2022","Planning","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Female","AA/AO","80","80","21370","21260"
"New entrant CS","2022","Policy","Female","EO","450","440","26560","26250"
"New entrant CS","2022","Policy","Female","G6/G7","350","330","54400","53130"
"New entrant CS","2022","Policy","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Female","SEO/HEO","1330","1290","34670","33570"
"New entrant CS","2022","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Male","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Policy","Male","EO","280","270","26630","26180"
"New entrant CS","2022","Policy","Male","G6/G7","290","280","54490","53360"
"New entrant CS","2022","Policy","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Male","SEO/HEO","1040","1020","34630","33570"
"New entrant CS","2022","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","EO","130","130","26120","26350"
"New entrant CS","2022","Project Delivery","Female","G6/G7","100","90","55290","54110"
"New entrant CS","2022","Project Delivery","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","SEO/HEO","330","320","35520","35050"
"New entrant CS","2022","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","EO","110","100","25070","24750"
"New entrant CS","2022","Project Delivery","Male","G6/G7","120","120","56460","53530"
"New entrant CS","2022","Project Delivery","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","SEO/HEO","310","310","36470","36840"
"New entrant CS","2022","Project Delivery","Male","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Property","Female","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Property","Female","EO","120","120","25620","25000"
"New entrant CS","2022","Property","Female","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","Property","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","SEO/HEO","130","120","35860","34020"
"New entrant CS","2022","Property","Male","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Property","Male","EO","120","120","25990","25000"
"New entrant CS","2022","Property","Male","G6/G7","80","80","56200","54110"
"New entrant CS","2022","Property","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","SEO/HEO","210","200","34980","33000"
"New entrant CS","2022","Psychology","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Female","EO","60","60","25130","24620"
"New entrant CS","2022","Psychology","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Female","SEO/HEO","90","80","29210","27700"
"New entrant CS","2022","Psychology","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Female","AA/AO","120","120","21260","21170"
"New entrant CS","2022","Science and Engineering","Female","EO","160","160","25910","26370"
"New entrant CS","2022","Science and Engineering","Female","G6/G7","60","50","53170","50730"
"New entrant CS","2022","Science and Engineering","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Female","SEO/HEO","370","330","34630","32350"
"New entrant CS","2022","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Male","AA/AO","130","130","20300","20750"
"New entrant CS","2022","Science and Engineering","Male","EO","200","200","24260","25010"
"New entrant CS","2022","Science and Engineering","Male","G6/G7","80","80","55340","53540"
"New entrant CS","2022","Science and Engineering","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Male","SEO/HEO","480","470","34220","33000"
"New entrant CS","2022","Science and Engineering","Male","Unknown","90","90","34730","31500"
"New entrant CS","2022","Security","Female","AA/AO","90","90","23540","23540"
"New entrant CS","2022","Security","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","AA/AO","390","390","25440","25000"
"New entrant CS","2022","Security","Male","EO","30","30","[c]","[c]"
