"Status","Year","Organisation","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Defence Electronics and Components Agency","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Wales","250","240","28790","28750"
"In post","2021","Defence Electronics and Components Agency","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","East Midlands (England)","190","190","35810","34910"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","East of England","190","180","34570","33510"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","London","160","150","25850","22070"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","North West (England)","120","110","28320","23510"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Overseas","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Scotland","400","390","29530","26010"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","South East (England)","360","350","30310","28060"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","South West (England)","6820","6590","37910","35140"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","West Midlands (England)","170","160","26540","23260"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","South West (England)","250","240","32890","30000"
"In post","2021","Defence Equipment and Support","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","East of England","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Scotland","50","50","31980","31020"
"In post","2021","Defence Equipment and Support","Undeclared","South East (England)","70","70","29110","26000"
"In post","2021","Defence Equipment and Support","Undeclared","South West (England)","990","940","40480","39940"
"In post","2021","Defence Equipment and Support","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Scotland","50","50","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","South West (England)","600","580","34280","31950"
"In post","2021","Defence Equipment and Support","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","South East (England)","1180","1130","40890","39000"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","South West (England)","1880","1810","39810","37320"
"In post","2021","Defence Science and Technology Laboratory","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","LGBO","South East (England)","60","60","35940","37320"
"In post","2021","Defence Science and Technology Laboratory","LGBO","South West (England)","90","90","34750","28690"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","South East (England)","130","130","43040","46080"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","South West (England)","180","180","42350","41490"
"In post","2021","Defence Science and Technology Laboratory","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","South East (England)","320","310","42820","46080"
"In post","2021","Defence Science and Technology Laboratory","Unknown","South West (England)","520","500","40090","37360"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","London","3460","3380","50100","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Scotland","80","70","49200","40200"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Wales","60","50","35210","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","West Midlands (England)","120","110","40910","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","London","420","420","48640","52080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","London","480","470","50420","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","London","540","530","45010","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","North East (England)","[c]","[c]","[c]","[c]"
