"Status","Year","Sexual_orientation","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","East Lancashire","AA/AO","100","80","20230","20850"
"In post","2021","Heterosexual / straight","East Lancashire","EO","140","130","27330","27570"
"In post","2021","Heterosexual / straight","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Lancashire","Unknown","70","60","28140","27090"
"In post","2021","Heterosexual / straight","East Lothian and Midlothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Lothian and Midlothian","EO","60","50","27420","27570"
"In post","2021","Heterosexual / straight","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Merseyside","AA/AO","170","150","20720","20320"
"In post","2021","Heterosexual / straight","East Merseyside","EO","340","300","27450","27570"
"In post","2021","Heterosexual / straight","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Merseyside","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Merseyside","SEO/HEO","80","70","35210","33950"
"In post","2021","Heterosexual / straight","East Merseyside","Unknown","80","80","30390","30210"
"In post","2021","Heterosexual / straight","East Riding of Yorkshire","AA/AO","690","650","25040","24440"
"In post","2021","Heterosexual / straight","East Riding of Yorkshire","EO","450","430","28360","26930"
"In post","2021","Heterosexual / straight","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Riding of Yorkshire","SEO/HEO","170","160","39270","36970"
"In post","2021","Heterosexual / straight","East Riding of Yorkshire","Unknown","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","East Surrey","AA/AO","340","320","30400","33050"
"In post","2021","Heterosexual / straight","East Surrey","EO","150","140","31350","29290"
"In post","2021","Heterosexual / straight","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Surrey","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Surrey","SEO/HEO","100","90","42440","41500"
"In post","2021","Heterosexual / straight","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Sussex CC","AA/AO","620","540","22410","21010"
"In post","2021","Heterosexual / straight","East Sussex CC","EO","490","450","27400","27570"
"In post","2021","Heterosexual / straight","East Sussex CC","G6/G7","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","East Sussex CC","SEO/HEO","160","150","35880","33650"
"In post","2021","Heterosexual / straight","East Sussex CC","Unknown","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Enfield","AA/AO","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Enfield","EO","150","140","30960","31060"
"In post","2021","Heterosexual / straight","Enfield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex Haven Gateway","AA/AO","230","220","25420","21430"
"In post","2021","Heterosexual / straight","Essex Haven Gateway","EO","370","340","29710","29290"
"In post","2021","Heterosexual / straight","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex Haven Gateway","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex Haven Gateway","SEO/HEO","170","160","41140","36460"
"In post","2021","Heterosexual / straight","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex Thames Gateway","AA/AO","190","160","23370","24180"
"In post","2021","Heterosexual / straight","Essex Thames Gateway","EO","280","250","29440","29290"
"In post","2021","Heterosexual / straight","Essex Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex Thames Gateway","SEO/HEO","60","50","35890","35750"
"In post","2021","Heterosexual / straight","Essex Thames Gateway","Unknown","100","90","27370","23840"
"In post","2021","Heterosexual / straight","Falkirk","AA/AO","480","420","21460","21010"
"In post","2021","Heterosexual / straight","Falkirk","EO","350","320","28380","27570"
"In post","2021","Heterosexual / straight","Falkirk","G6/G7","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Falkirk","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Falkirk","SEO/HEO","120","110","37320","35810"
"In post","2021","Heterosexual / straight","Fermanagh and Omagh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Flintshire and Wrexham","AA/AO","620","590","22500","21550"
"In post","2021","Heterosexual / straight","Flintshire and Wrexham","EO","350","320","27910","27570"
"In post","2021","Heterosexual / straight","Flintshire and Wrexham","G6/G7","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Flintshire and Wrexham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Flintshire and Wrexham","SEO/HEO","190","180","37890","36600"
"In post","2021","Heterosexual / straight","Flintshire and Wrexham","Unknown","80","80","28460","29110"
"In post","2021","Heterosexual / straight","Glasgow City","AA/AO","2280","2040","21060","21010"
"In post","2021","Heterosexual / straight","Glasgow City","EO","1980","1840","27090","27570"
"In post","2021","Heterosexual / straight","Glasgow City","G6/G7","850","830","60330","61010"
"In post","2021","Heterosexual / straight","Glasgow City","SCS","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Glasgow City","SEO/HEO","2200","2100","36770","35000"
"In post","2021","Heterosexual / straight","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire","AA/AO","270","250","23120","21010"
"In post","2021","Heterosexual / straight","Gloucestershire","EO","330","290","27470","27570"
"In post","2021","Heterosexual / straight","Gloucestershire","G6/G7","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire","SEO/HEO","190","170","35640","33840"
"In post","2021","Heterosexual / straight","Gloucestershire","Unknown","70","60","29650","30210"
"In post","2021","Heterosexual / straight","Greater Manchester North East","AA/AO","190","180","23020","21010"
"In post","2021","Heterosexual / straight","Greater Manchester North East","EO","400","380","27600","27570"
"In post","2021","Heterosexual / straight","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester North East","SEO/HEO","90","80","36470","34290"
"In post","2021","Heterosexual / straight","Greater Manchester North East","Unknown","110","100","29790","30210"
"In post","2021","Heterosexual / straight","Greater Manchester North West","AA/AO","640","570","21520","21010"
"In post","2021","Heterosexual / straight","Greater Manchester North West","EO","430","390","27430","27570"
"In post","2021","Heterosexual / straight","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester North West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester North West","SEO/HEO","110","110","36320","34290"
"In post","2021","Heterosexual / straight","Greater Manchester North West","Unknown","90","80","30270","30210"
"In post","2021","Heterosexual / straight","Greater Manchester South East","AA/AO","450","400","20900","21010"
"In post","2021","Heterosexual / straight","Greater Manchester South East","EO","260","240","27180","27570"
"In post","2021","Heterosexual / straight","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester South East","SEO/HEO","120","120","34960","33300"
"In post","2021","Heterosexual / straight","Greater Manchester South East","Unknown","90","90","30140","30210"
"In post","2021","Heterosexual / straight","Greater Manchester South West","AA/AO","800","720","20510","20140"
"In post","2021","Heterosexual / straight","Greater Manchester South West","EO","970","920","25880","25560"
"In post","2021","Heterosexual / straight","Greater Manchester South West","G6/G7","410","400","55970","52580"
"In post","2021","Heterosexual / straight","Greater Manchester South West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester South West","SEO/HEO","1140","1100","34390","31990"
"In post","2021","Heterosexual / straight","Greater Manchester South West","Unknown","190","180","31400","31420"
"In post","2021","Heterosexual / straight","Gwent Valleys","AA/AO","220","180","21090","21010"
"In post","2021","Heterosexual / straight","Gwent Valleys","EO","330","300","27490","27570"
"In post","2021","Heterosexual / straight","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gwent Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gwent Valleys","SEO/HEO","130","130","38410","37410"
"In post","2021","Heterosexual / straight","Gwent Valleys","Unknown","70","60","29040","28200"
"In post","2021","Heterosexual / straight","Gwynedd","AA/AO","240","220","21220","21010"
"In post","2021","Heterosexual / straight","Gwynedd","EO","130","120","27560","27570"
"In post","2021","Heterosexual / straight","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gwynedd","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gwynedd","SEO/HEO","60","60","35010","36520"
"In post","2021","Heterosexual / straight","Gwynedd","Unknown","60","60","27260","23840"
"In post","2021","Heterosexual / straight","Hackney and Newham","AA/AO","380","340","24390","25110"
"In post","2021","Heterosexual / straight","Hackney and Newham","EO","650","610","30860","31060"
"In post","2021","Heterosexual / straight","Hackney and Newham","G6/G7","190","180","62780","59160"
"In post","2021","Heterosexual / straight","Hackney and Newham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hackney and Newham","SEO/HEO","440","420","39250","38590"
"In post","2021","Heterosexual / straight","Hackney and Newham","Unknown","100","100","29750","26810"
"In post","2021","Heterosexual / straight","Haringey and Islington","AA/AO","370","350","28150","25390"
"In post","2021","Heterosexual / straight","Haringey and Islington","EO","300","290","31060","31060"
"In post","2021","Heterosexual / straight","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Haringey and Islington","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Haringey and Islington","SEO/HEO","100","90","41510","42300"
"In post","2021","Heterosexual / straight","Haringey and Islington","Unknown","90","90","33290","34100"
"In post","2021","Heterosexual / straight","Harrow and Hillingdon","AA/AO","430","400","25110","25630"
"In post","2021","Heterosexual / straight","Harrow and Hillingdon","EO","1540","1360","29520","29080"
"In post","2021","Heterosexual / straight","Harrow and Hillingdon","G6/G7","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Harrow and Hillingdon","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Harrow and Hillingdon","SEO/HEO","480","460","36990","36180"
"In post","2021","Heterosexual / straight","Harrow and Hillingdon","Unknown","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Hartlepool and Stockton-on-Tees","AA/AO","530","490","23370","21710"
"In post","2021","Heterosexual / straight","Hartlepool and Stockton-on-Tees","EO","350","320","28100","27570"
"In post","2021","Heterosexual / straight","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hartlepool and Stockton-on-Tees","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hartlepool and Stockton-on-Tees","SEO/HEO","110","100","37390","34290"
"In post","2021","Heterosexual / straight","Hartlepool and Stockton-on-Tees","Unknown","50","50","31950","32730"
"In post","2021","Heterosexual / straight","Heart of Essex","AA/AO","280","260","25320","24590"
"In post","2021","Heterosexual / straight","Heart of Essex","EO","230","220","28930","29290"
"In post","2021","Heterosexual / straight","Heart of Essex","G6/G7","70","70","58650","54770"
"In post","2021","Heterosexual / straight","Heart of Essex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Heart of Essex","SEO/HEO","130","120","36860","35770"
"In post","2021","Heterosexual / straight","Heart of Essex","Unknown","60","50","29490","30210"
"In post","2021","Heterosexual / straight","Herefordshire, County of","AA/AO","150","150","24930","20920"
"In post","2021","Heterosexual / straight","Herefordshire, County of","EO","110","100","28020","27570"
"In post","2021","Heterosexual / straight","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, County of","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hertfordshire","AA/AO","480","450","25180","24180"
"In post","2021","Heterosexual / straight","Hertfordshire","EO","640","600","29890","29290"
"In post","2021","Heterosexual / straight","Hertfordshire","G6/G7","190","180","60540","59730"
"In post","2021","Heterosexual / straight","Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hertfordshire","SEO/HEO","470","450","39280","38160"
"In post","2021","Heterosexual / straight","Hertfordshire","Unknown","100","90","30090","28200"
"In post","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","AA/AO","590","550","27040","25110"
