"Status","Year","Age","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","60-64","East Lothian and Midlothian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East Merseyside","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East Merseyside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East Riding of Yorkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East Surrey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East Sussex CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East Sussex CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Essex Haven Gateway","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Essex Haven Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Essex Haven Gateway","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Essex Thames Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Falkirk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Flintshire and Wrexham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Glasgow City","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Glasgow City","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Glasgow City","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Glasgow City","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Gloucestershire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Greater Manchester North East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Greater Manchester North West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Greater Manchester North West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Greater Manchester South East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Greater Manchester South West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Greater Manchester South West","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Greater Manchester South West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Gwent Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Gwynedd","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Gwynedd","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Hackney and Newham","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Hackney and Newham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Hackney and Newham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Hackney and Newham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Hackney and Newham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Haringey and Islington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Harrow and Hillingdon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Harrow and Hillingdon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Hartlepool and Stockton-on-Tees","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Heart of Essex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Heart of Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Herefordshire, County of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Hertfordshire CC","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Hertfordshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Hertfordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Hounslow and Richmond upon Thames","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Hounslow and Richmond upon Thames","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Inverclyde, East Renfrewshire, and Renfrewshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Inverness and Nairn, Moray, and Badenoch and Strathspey","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Inverness and Nairn, Moray, and Badenoch and Strathspey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Inverness and Nairn, Moray, and Badenoch and Strathspey","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Isle of Anglesey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Isle of Wight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Kensington & Chelsea and Hammersmith & Fulham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Kent Thames Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Kingston upon Hull, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Lambeth","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Lambeth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Lambeth","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Lambeth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Lancaster and Wyre","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Leeds","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Leeds","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Leeds","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Leeds","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Leeds","No function","30","30","[c]","[c]"
"New entrant CS","2022","60-64","Leeds","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Leicester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Leicestershire CC and Rutland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Lewisham and Southwark","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Lincolnshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Lincolnshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Lincolnshire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Liverpool","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Liverpool","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Liverpool","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Luton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Luton","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Manchester","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Manchester","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Medway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Merton, Kingston upon Thames and Sutton","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Merton, Kingston upon Thames and Sutton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mid Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mid Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mid Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mid Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Milton Keynes","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Monmouthshire and Newport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Monmouthshire and Newport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Monmouthshire and Newport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Monmouthshire and Newport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North and North East Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North and West Norfolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North Hampshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North Lanarkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North Northamptonshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North Yorkshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North Yorkshire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Northumberland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Norwich and East Norfolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Nottingham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Nottingham","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Nottingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Nottingham","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Nottingham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Nottingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Nottingham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Oxfordshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Perth and Kinross, and Stirling","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Peterborough","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Plymouth","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Plymouth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Plymouth","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Portsmouth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Redbridge and Waltham Forest","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Sandwell","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Borders","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Sefton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Sefton","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Sefton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Sefton","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Sheffield","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Sheffield","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Sheffield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Sheffield","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Shropshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Shropshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Shropshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Solihull","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Somerset CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Somerset CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Somerset CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South and West Derbyshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South Hampshire","No function","40","30","[c]","[c]"
"New entrant CS","2022","60-64","South Hampshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South Lanarkshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South Lanarkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South Teesside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South West Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Southampton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Southampton","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Southend-on-Sea","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Staffordshire CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Staffordshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Staffordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Stoke-on-Trent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Suffolk CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Suffolk CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Suffolk CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Sunderland","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Sunderland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Swansea","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Swansea","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Swansea","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Swansea","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Swansea","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Swindon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Telford and Wrekin","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Telford and Wrekin","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Telford and Wrekin","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Thurrock","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Torbay","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tower Hamlets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tower Hamlets","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tower Hamlets","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tower Hamlets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tower Hamlets","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tower Hamlets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tyneside","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tyneside","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tyneside","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tyneside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tyneside","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tyneside","No function","60","60","24970","21260"
"New entrant CS","2022","60-64","Tyneside","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tyneside","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wakefield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Walsall","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wandsworth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wandsworth","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Warrington","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Warrington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Warwickshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Warwickshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Warwickshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Kent","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Northamptonshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Surrey","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Surrey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Surrey","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Sussex (North East)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Sussex (North East)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Sussex (North East)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Sussex (South West)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Sussex (South West)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Sussex (South West)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Sussex (South West)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","No function","40","30","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Westminster","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wiltshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wiltshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wiltshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wiltshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wirral","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wirral","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wolverhampton","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wolverhampton","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wolverhampton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Worcestershire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Worcestershire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Worcestershire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","York","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","York","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","York","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","York","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Angus and Dundee City","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Ards and North Down","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Barnet","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Barnet","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Barnsley, Doncaster and Rotherham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Belfast","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Berkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Birmingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Blackpool","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Blackpool","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bournemouth, Christchurch and Poole","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bournemouth, Christchurch and Poole","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bradford","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bradford","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Brent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bridgend and Neath Port Talbot","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bridgend and Neath Port Talbot","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Brighton and Hove","Legal","[c]","[c]","[c]","[c]"
