"Status","Year","Organisation","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","Undeclared","50","50","34390","32170"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","100","100","35470","35310"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","EO","Undeclared","140","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","G6/G7","Heterosexual / straight","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","G6/G7","Undeclared","320","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","SCS","Undeclared","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Heterosexual / straight","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Undeclared","420","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","AA/AO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","SEO/HEO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","SEO/HEO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Unknown","150","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","AA/AO","Heterosexual / straight","190","180","20790","20970"
"Leaver Dept.","2022","HM Courts and Tribunals Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","AA/AO","Unknown","80","80","20750","20970"
"Leaver Dept.","2022","HM Courts and Tribunals Service","EO","Heterosexual / straight","80","80","25290","25120"
"Leaver Dept.","2022","HM Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","SEO/HEO","Heterosexual / straight","80","70","34650","34260"
"Leaver Dept.","2022","HM Courts and Tribunals Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","AA/AO","Heterosexual / straight","160","150","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","AA/AO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","EO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","SEO/HEO","Heterosexual / straight","100","100","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Heterosexual / straight","100","100","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","AA/AO","Unknown","570","540","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","EO","Unknown","260","250","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","G6/G7","Unknown","130","130","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","Unknown","300","290","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","G6/G7","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
