"Status","Year","Region_ITL3","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Digital, Data & Technology","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Scottish Prison Service","30","30","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Unknown","Food Standards Scotland","70","70","33410","31540"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Unknown","Scottish Government (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","No function","Department for Work and Pensions (excl. agencies)","80","80","23000","21260"
"New entrant CS","2022","Angus and Dundee City","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","No function","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Unknown","Social Security Scotland","540","520","25220","24400"
"New entrant CS","2022","Antrim and Newtownabbey","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Analysis","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Armagh City, Banbridge and Craigavon","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Armagh City, Banbridge and Craigavon","No function","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Human Resources","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","No function","Department for Work and Pensions (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","No function","HM Prison and Probation Service","50","40","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","No function","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Communications","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Digital, Data & Technology","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Human Resources","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","No function","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Barnet","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","No function","HM Prison and Probation Service","60","60","31970","27980"
"New entrant CS","2022","Barnet","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","No function","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","No function","UK Health Security Agency","230","200","31530","26880"
"New entrant CS","2022","Barnet","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Debt","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","No function","Department for Work and Pensions (excl. agencies)","60","60","25720","27570"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","No function","HM Prison and Probation Service","260","250","24980","23140"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","No function","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Unknown","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Defence Equipment and Support","40","40","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Defence Equipment and Support","50","50","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Defence Equipment and Support","30","30","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","HM Prison and Probation Service","120","110","25070","23170"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Defence Equipment and Support","590","580","31500","28000"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Submarine Delivery Agency","120","120","35770","32000"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Bedford","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","No function","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","No function","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","No function","HM Prison and Probation Service","140","130","27110","28140"
"New entrant CS","2022","Bedford","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","No function","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Commercial","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Counter Fraud","HM Revenue and Customs (excl. agencies)","50","50","27070","26590"
"New entrant CS","2022","Belfast","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Finance","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","No function","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","No function","HM Revenue and Customs (excl. agencies)","330","330","25870","21250"
"New entrant CS","2022","Belfast","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","No function","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Analysis","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Digital, Data & Technology","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","No function","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","No function","Department for Work and Pensions (excl. agencies)","60","60","28940","29290"
"New entrant CS","2022","Berkshire","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","No function","HM Prison and Probation Service","120","120","27460","24270"
"New entrant CS","2022","Berkshire","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","No function","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","No function","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Security","Ministry of Defence (excl. agencies)","70","70","27170","25540"
"New entrant CS","2022","Berkshire","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Digital, Data & Technology","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Human Resources","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
