"Status","Year","Disability","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","London","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Crown Prosecution Service","170","170","34140","26970"
"New entrant CS","2021","Unknown","London","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","210","210","37600","33570"
"New entrant CS","2021","Unknown","London","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","London","Department for Education (excl. agencies)","210","200","38740","32940"
"New entrant CS","2021","Unknown","London","Department for Environment, Food and Rural Affairs (excl. agencies)","170","160","38350","32690"
"New entrant CS","2021","Unknown","London","Department for International Trade","180","180","33410","31800"
"New entrant CS","2021","Unknown","London","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Department for Work and Pensions (excl. agencies)","410","400","31690","31060"
"New entrant CS","2021","Unknown","London","Department of Health and Social Care (excl. agencies)","760","750","40770","32790"
"New entrant CS","2021","Unknown","London","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Government Legal Department","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","London","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","HM Courts and Tribunals Service","450","450","23820","22680"
"New entrant CS","2021","Unknown","London","HM Land Registry","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","London","HM Prison and Probation Service","400","390","28730","30150"
"New entrant CS","2021","Unknown","London","HM Revenue and Customs (excl. agencies)","180","180","36210","36160"
"New entrant CS","2021","Unknown","London","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Home Office (incl. agencies)","740","730","38810","35050"
"New entrant CS","2021","Unknown","London","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Medicines and Healthcare Products Regulatory Agency","80","80","42790","40450"
"New entrant CS","2021","Unknown","London","Ministry of Defence (excl. agencies)","60","60","32910","29370"
"New entrant CS","2021","Unknown","London","Ministry of Housing, Communities and Local Government (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","London","Ministry of Justice (excl. agencies)","210","200","40710","36800"
"New entrant CS","2021","Unknown","London","National Crime Agency","320","320","37820","36200"
"New entrant CS","2021","Unknown","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","United Kingdom Statistics Authority","150","150","36930","32540"
"New entrant CS","2021","Unknown","London","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Department for Education (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Department for Work and Pensions (excl. agencies)","160","160","25160","21010"
"New entrant CS","2021","Unknown","North East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","HM Land Registry","60","60","25600","22350"
"New entrant CS","2021","Unknown","North East (England)","HM Prison and Probation Service","90","80","22500","22850"
"New entrant CS","2021","Unknown","North East (England)","HM Revenue and Customs (excl. agencies)","610","600","23020","20140"
"New entrant CS","2021","Unknown","North East (England)","Home Office (incl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Valuation Office Agency","50","50","23630","20880"
"New entrant CS","2021","Unknown","North West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Cabinet Office (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Crown Commercial Service","60","60","38400","34800"
"New entrant CS","2021","Unknown","North West (England)","Crown Prosecution Service","80","80","35120","38000"
"New entrant CS","2021","Unknown","North West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Department for Education (excl. agencies)","130","130","35220","32870"
"New entrant CS","2021","Unknown","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Department for Work and Pensions (excl. agencies)","310","310","25170","27570"
"New entrant CS","2021","Unknown","North West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","HM Courts and Tribunals Service","120","110","19650","19170"
"New entrant CS","2021","Unknown","North West (England)","HM Land Registry","90","80","24940","22350"
"New entrant CS","2021","Unknown","North West (England)","HM Prison and Probation Service","230","220","22370","22850"
"New entrant CS","2021","Unknown","North West (England)","HM Revenue and Customs (excl. agencies)","620","600","23840","20140"
"New entrant CS","2021","Unknown","North West (England)","Home Office (incl. agencies)","250","240","28720","24880"
"New entrant CS","2021","Unknown","North West (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","National Crime Agency","210","200","31890","30640"
"New entrant CS","2021","Unknown","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","HM Revenue and Customs (excl. agencies)","140","130","22010","20140"
"New entrant CS","2021","Unknown","Northern Ireland","Home Office (incl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Department for Work and Pensions (excl. agencies)","100","100","25760","27570"
"New entrant CS","2021","Unknown","Scotland","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","HM Revenue and Customs (excl. agencies)","450","440","21240","20140"
"New entrant CS","2021","Unknown","Scotland","Home Office (incl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Ministry of Defence (excl. agencies)","70","70","26550","23540"
"New entrant CS","2021","Unknown","Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Scottish Courts and Tribunals Service","70","60","23150","20850"
"New entrant CS","2021","Unknown","Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Scottish Government (excl. agencies)","460","440","38330","30650"
"New entrant CS","2021","Unknown","Scotland","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Scottish Prison Service","280","270","22010","20810"
"New entrant CS","2021","Unknown","Scotland","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Social Security Scotland","130","130","27950","23340"
"New entrant CS","2021","Unknown","Scotland","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Crown Prosecution Service","120","120","32560","26970"
"New entrant CS","2021","Unknown","South East (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Department for Work and Pensions (excl. agencies)","190","180","27010","27570"
"New entrant CS","2021","Unknown","South East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","HM Courts and Tribunals Service","90","80","20090","18880"
"New entrant CS","2021","Unknown","South East (England)","HM Prison and Probation Service","340","320","24620","24020"
"New entrant CS","2021","Unknown","South East (England)","HM Revenue and Customs (excl. agencies)","80","80","23030","20140"
"New entrant CS","2021","Unknown","South East (England)","Home Office (incl. agencies)","210","210","25030","24880"
"New entrant CS","2021","Unknown","South East (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Maritime and Coastguard Agency","90","80","31690","26590"
"New entrant CS","2021","Unknown","South East (England)","Ministry of Defence (excl. agencies)","220","210","31940","26350"
"New entrant CS","2021","Unknown","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","National Crime Agency","70","70","31450","32770"
"New entrant CS","2021","Unknown","South East (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","United Kingdom Statistics Authority","200","190","29050","29540"
"New entrant CS","2021","Unknown","South East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Crown Prosecution Service","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Defence Equipment and Support","150","150","29560","27250"
"New entrant CS","2021","Unknown","South West (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Department for Work and Pensions (excl. agencies)","120","120","26550","27570"
"New entrant CS","2021","Unknown","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","HM Courts and Tribunals Service","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","HM Land Registry","170","160","27600","22350"
"New entrant CS","2021","Unknown","South West (England)","HM Prison and Probation Service","150","150","22690","22850"
"New entrant CS","2021","Unknown","South West (England)","HM Revenue and Customs (excl. agencies)","60","60","29040","25560"
"New entrant CS","2021","Unknown","South West (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Insolvency Service","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Ministry of Defence (excl. agencies)","120","110","30310","26350"
"New entrant CS","2021","Unknown","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","National Crime Agency","120","120","32520","32770"
"New entrant CS","2021","Unknown","South West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Submarine Delivery Agency","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","UK Hydrographic Office","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Cabinet Office (excl. agencies)","150","150","37420","28000"
"New entrant CS","2021","Unknown","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","HM Revenue and Customs (excl. agencies)","320","310","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Companies House","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Driver and Vehicle Licensing Agency","150","130","21990","21590"
"New entrant CS","2021","Unknown","Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","HM Courts and Tribunals Service","60","60","19670","18880"
"New entrant CS","2021","Unknown","Wales","HM Land Registry","60","60","23470","22350"
"New entrant CS","2021","Unknown","Wales","HM Prison and Probation Service","120","120","22560","22850"
"New entrant CS","2021","Unknown","Wales","HM Revenue and Customs (excl. agencies)","180","180","21610","20140"
"New entrant CS","2021","Unknown","Wales","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","UK Intellectual Property Office","130","130","27300","23320"
"New entrant CS","2021","Unknown","Wales","United Kingdom Statistics Authority","260","260","29820","29540"
"New entrant CS","2021","Unknown","Wales","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Welsh Government (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Crown Prosecution Service","60","60","35750","38000"
"New entrant CS","2021","Unknown","West Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Department for Education (excl. agencies)","60","50","33280","29360"
"New entrant CS","2021","Unknown","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Department for Work and Pensions (excl. agencies)","90","90","27250","27570"
"New entrant CS","2021","Unknown","West Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Education and Skills Funding Agency","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","HM Courts and Tribunals Service","130","130","20650","18880"
"New entrant CS","2021","Unknown","West Midlands (England)","HM Land Registry","70","70","24530","22350"
"New entrant CS","2021","Unknown","West Midlands (England)","HM Prison and Probation Service","180","160","22370","22850"
"New entrant CS","2021","Unknown","West Midlands (England)","HM Revenue and Customs (excl. agencies)","220","220","25490","20140"
"New entrant CS","2021","Unknown","West Midlands (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Insolvency Service","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","National Crime Agency","90","90","33400","32770"
"New entrant CS","2021","Unknown","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Cabinet Office (excl. agencies)","60","60","33270","28000"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Crown Commercial Service","[c]","[c]","[c]","[c]"
