"Status","Year","Region_ITL1","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","South West (England)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","30-39","50","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","20-29","80","80","27710","27540"
"Leaver Dept.","2021","South West (England)","Project Delivery","30-39","70","70","36210","35570"
"Leaver Dept.","2021","South West (England)","Project Delivery","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","20-29","90","90","25590","26910"
"Leaver Dept.","2021","South West (England)","Unknown","30-39","80","70","32070","30830"
"Leaver Dept.","2021","South West (England)","Unknown","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","20-29","440","440","32140","32000"
"Leaver Dept.","2021","Unknown","No function","30-39","130","130","38900","32000"
"Leaver Dept.","2021","Unknown","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","No function","20-29","60","60","[c]","[c]"
"Leaver Dept.","2021","Wales","No function","30-39","60","60","[c]","[c]"
"Leaver Dept.","2021","Wales","No function","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","Wales","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","20-29","80","80","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","30-39","90","90","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Grants Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","20-29","70","60","20470","19930"
"Leaver Dept.","2021","West Midlands (England)","No function","30-39","80","80","24230","22570"
"Leaver Dept.","2021","West Midlands (England)","No function","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","20-29","70","70","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","30-39","80","80","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","40-49","70","60","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Grants Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Grants Management","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Grants Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Grants Management","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Project Delivery","60-64","[c]","[c]","[c]","[c]"
