"Status","Year","Profession_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Security","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Social Research","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for Transport (excl. agencies)","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Social Research","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","HM Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","60","60","46160","41760"
"In post","2021","Social Research","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Home Office (incl. agencies)","Heterosexual / straight","80","80","48490","43990"
"In post","2021","Social Research","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Ministry of Justice (excl. agencies)","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Social Research","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","United Kingdom Statistics Authority","Heterosexual / straight","370","350","38320","37020"
"In post","2021","Social Research","United Kingdom Statistics Authority","LGBO","40","40","[c]","[c]"
"In post","2021","Social Research","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","United Kingdom Statistics Authority","Unknown","130","120","37090","36030"
"In post","2021","Social Research","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Welsh Government (excl. agencies)","Heterosexual / straight","120","120","44600","47000"
"In post","2021","Social Research","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Statistics","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","60","60","38470","32560"
"In post","2021","Statistics","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for International Trade","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Statistics","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Transport (excl. agencies)","Heterosexual / straight","80","80","46240","42890"
"In post","2021","Statistics","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Statistics","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
