"Status","Year","Age","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","West Midlands (England)","White","310","250","32320","27570"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","White","430","350","32390","27570"
"Leaver CS","2022","65+","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","White","180","140","27250","21380"
"Leaver CS","2022","65+","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","White","230","180","29730","27330"
"Leaver CS","2022","65+","London","Asian","110","80","31810","28650"
"Leaver CS","2022","65+","London","Black","30","30","[c]","[c]"
"Leaver CS","2022","65+","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","65+","London","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","65+","London","White","390","310","41270","34630"
"Leaver CS","2022","65+","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Unknown","50","30","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","White","310","210","25190","21260"
"Leaver CS","2022","65+","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Unknown","50","30","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","White","550","380","26860","22500"
"Leaver CS","2022","65+","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Northern Ireland","White","30","30","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Unknown","90","70","31620","26900"
"Leaver CS","2022","65+","Scotland","White","390","290","30060","26780"
"Leaver CS","2022","65+","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Unknown","30","20","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","White","500","380","28690","26670"
"Leaver CS","2022","65+","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","White","400","310","32490","27570"
"Leaver CS","2022","65+","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","White","60","40","25430","21840"
"Leaver CS","2022","65+","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","White","240","170","30270","26120"
"Leaver CS","2022","65+","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","White","240","180","29130","26780"
"Leaver CS","2022","65+","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Unknown","30","20","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","White","330","240","27510","26670"
"Leaver CS","2022","Unknown","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Wales","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","White","30","30","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","White","30","30","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Asian","210","200","33420","31970"
"Leaver Dept.","2021","20-29","London","Black","100","90","32530","32560"
"Leaver Dept.","2021","20-29","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Mixed","100","90","34690","32910"
"Leaver Dept.","2021","20-29","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Unknown","670","600","36170","33510"
"Leaver Dept.","2021","20-29","London","White","1040","980","36400","33760"
"Leaver Dept.","2021","20-29","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North East (England)","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","North East (England)","White","130","120","22780","21010"
"Leaver Dept.","2021","20-29","North West (England)","Asian","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
