"Status","Year","Function_of_post","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Undeclared","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","440","360","36010","32700"
"Leaver Dept.","2022","Unknown","Male","White","960","870","36770","30820"
"New entrant CS","2021","Analysis","Female","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Unknown","120","110","36560","32540"
"New entrant CS","2021","Analysis","Female","White","360","350","33600","31810"
"New entrant CS","2021","Analysis","Male","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Unknown","170","170","35030","31810"
"New entrant CS","2021","Analysis","Male","White","350","350","34200","32540"
"New entrant CS","2021","Analysis","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Unknown","170","160","58650","61710"
"New entrant CS","2021","Commercial","Female","White","170","170","33600","33000"
"New entrant CS","2021","Commercial","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Unknown","180","180","67550","68130"
"New entrant CS","2021","Commercial","Male","White","150","150","37710","34670"
"New entrant CS","2021","Communications","Female","Asian","30","30","[c]","[c]"
"New entrant CS","2021","Communications","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Unknown","320","310","30110","25560"
"New entrant CS","2021","Communications","Female","White","270","260","31540","26870"
"New entrant CS","2021","Communications","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Unknown","350","350","29640","25560"
"New entrant CS","2021","Communications","Male","White","250","250","30940","25560"
"New entrant CS","2021","Communications","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","White","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","White","60","60","32900","30350"
"New entrant CS","2021","Debt","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","Unknown","340","330","20400","20140"
"New entrant CS","2021","Debt","Female","White","120","120","20350","20140"
"New entrant CS","2021","Debt","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","Unknown","320","310","20450","20140"
"New entrant CS","2021","Debt","Male","White","120","120","20830","20140"
"New entrant CS","2021","Digital, Data & Technology","Female","Asian","50","50","38090","34360"
"New entrant CS","2021","Digital, Data & Technology","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Unknown","250","240","38840","34550"
"New entrant CS","2021","Digital, Data & Technology","Female","White","340","330","38550","35460"
"New entrant CS","2021","Digital, Data & Technology","Male","Asian","110","110","41280","36500"
"New entrant CS","2021","Digital, Data & Technology","Male","Black","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Unknown","410","410","40210","36530"
"New entrant CS","2021","Digital, Data & Technology","Male","White","520","520","40620","37300"
"New entrant CS","2021","Digital, Data & Technology","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Unknown","120","120","33950","32790"
"New entrant CS","2021","Finance","Female","White","220","210","33640","29540"
"New entrant CS","2021","Finance","Male","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Finance","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Unknown","110","110","32530","31810"
"New entrant CS","2021","Finance","Male","White","170","160","39080","33000"
"New entrant CS","2021","Grants Management","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Asian","60","50","32580","31110"
"New entrant CS","2021","Human Resources","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Unknown","130","120","32310","27270"
"New entrant CS","2021","Human Resources","Female","White","380","360","31990","28000"
"New entrant CS","2021","Human Resources","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Unknown","50","50","31870","31870"
"New entrant CS","2021","Human Resources","Male","White","170","160","32880","27810"
"New entrant CS","2021","Human Resources","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","Asian","90","90","36230","37230"
"New entrant CS","2021","Legal","Female","Black","40","40","[c]","[c]"
"New entrant CS","2021","Legal","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","Unknown","240","240","31490","25950"
"New entrant CS","2021","Legal","Female","White","490","470","35740","33550"
"New entrant CS","2021","Legal","Male","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Legal","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","Unknown","120","120","32390","26550"
"New entrant CS","2021","Legal","Male","White","280","280","38860","38000"
"New entrant CS","2021","No function","Female","Asian","570","530","28460","25850"
"New entrant CS","2021","No function","Female","Black","480","460","29350","26810"
"New entrant CS","2021","No function","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Female","Mixed","300","290","29430","26810"
"New entrant CS","2021","No function","Female","Other ethnicity","70","60","30190","26680"
"New entrant CS","2021","No function","Female","Undeclared","200","180","29420","27500"
"New entrant CS","2021","No function","Female","Unknown","4240","4080","25870","22680"
"New entrant CS","2021","No function","Female","White","6300","6000","28330","24300"
"New entrant CS","2021","No function","Male","Asian","480","470","29350","26370"
"New entrant CS","2021","No function","Male","Black","250","240","29820","26880"
"New entrant CS","2021","No function","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Male","Mixed","180","180","29150","27360"
"New entrant CS","2021","No function","Male","Other ethnicity","40","30","[c]","[c]"
"New entrant CS","2021","No function","Male","Undeclared","200","190","32250","27660"
"New entrant CS","2021","No function","Male","Unknown","3420","3340","27020","22850"
"New entrant CS","2021","No function","Male","White","4410","4320","30120","25850"
"New entrant CS","2021","No function","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Black","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Unknown","150","150","35500","32930"
"New entrant CS","2021","Project Delivery","Female","White","530","510","35170","33000"
"New entrant CS","2021","Project Delivery","Male","Asian","60","60","39990","36540"
"New entrant CS","2021","Project Delivery","Male","Black","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","Unknown","240","240","31630","29000"
"New entrant CS","2021","Project Delivery","Male","White","670","670","38140","35000"
"New entrant CS","2021","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Unknown","80","80","25220","20880"
"New entrant CS","2021","Property","Female","White","190","190","28500","25070"
"New entrant CS","2021","Property","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","Unknown","120","120","29790","24500"
"New entrant CS","2021","Property","Male","White","300","290","32900","30000"
"New entrant CS","2021","Security","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Unknown","80","80","27360","23540"
"New entrant CS","2021","Security","Female","White","130","130","25200","23230"
"New entrant CS","2021","Security","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","Unknown","240","230","27970","25540"
"New entrant CS","2021","Security","Male","White","340","340","27070","23540"
"New entrant CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Asian","1150","1110","28350","27570"
"New entrant CS","2021","Unknown","Female","Black","1050","1040","29080","31060"
"New entrant CS","2021","Unknown","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Mixed","490","480","27630","27570"
"New entrant CS","2021","Unknown","Female","Other ethnicity","120","110","27690","27570"
"New entrant CS","2021","Unknown","Female","Undeclared","170","160","29000","27570"
"New entrant CS","2021","Unknown","Female","Unknown","2600","2500","30380","27570"
"New entrant CS","2021","Unknown","Female","White","7590","7350","26830","27570"
"New entrant CS","2021","Unknown","Male","Asian","1080","1070","28980","27570"
"New entrant CS","2021","Unknown","Male","Black","480","480","28910","29290"
"New entrant CS","2021","Unknown","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Mixed","270","270","28250","27570"
"New entrant CS","2021","Unknown","Male","Other ethnicity","80","80","30590","28650"
"New entrant CS","2021","Unknown","Male","Undeclared","200","200","27430","27570"
"New entrant CS","2021","Unknown","Male","Unknown","2120","2090","31040","27570"
"New entrant CS","2021","Unknown","Male","White","5590","5550","27030","27570"
"New entrant CS","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","Asian","70","70","32170","30710"
"New entrant CS","2022","Analysis","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","Unknown","120","100","34480","30950"
"New entrant CS","2022","Analysis","Female","White","480","460","32770","30710"
"New entrant CS","2022","Analysis","Male","Asian","70","70","32900","30710"
"New entrant CS","2022","Analysis","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Male","Unknown","140","120","35490","30710"
"New entrant CS","2022","Analysis","Male","White","490","480","34530","31000"
"New entrant CS","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Unknown","200","170","52170","53360"
"New entrant CS","2022","Commercial","Female","White","270","260","33140","31000"
"New entrant CS","2022","Commercial","Male","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Unknown","210","180","61460","65000"
"New entrant CS","2022","Commercial","Male","White","190","190","34400","32000"
"New entrant CS","2022","Communications","Female","Asian","80","80","27150","26590"
"New entrant CS","2022","Communications","Female","Black","40","30","[c]","[c]"
"New entrant CS","2022","Communications","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Unknown","270","240","30610","26820"
"New entrant CS","2022","Communications","Female","White","400","390","33020","27960"
"New entrant CS","2022","Communications","Male","Asian","110","110","27300","26590"
"New entrant CS","2022","Communications","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Unknown","270","250","29120","26590"
"New entrant CS","2022","Communications","Male","White","280","270","31850","26820"
"New entrant CS","2022","Counter Fraud","Female","Asian","90","90","27110","25110"
"New entrant CS","2022","Counter Fraud","Female","Black","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Unknown","170","160","27100","26590"
"New entrant CS","2022","Counter Fraud","Female","White","510","490","26390","26590"
"New entrant CS","2022","Counter Fraud","Male","Asian","80","80","27510","26590"
"New entrant CS","2022","Counter Fraud","Male","Black","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Unknown","150","150","28760","26590"
"New entrant CS","2022","Counter Fraud","Male","White","460","460","27400","26590"
"New entrant CS","2022","Debt","Female","Asian","80","80","21390","21250"
"New entrant CS","2022","Debt","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","Unknown","160","150","21450","21250"
"New entrant CS","2022","Debt","Female","White","320","310","21720","21250"
"New entrant CS","2022","Debt","Male","Asian","80","80","21730","21250"
"New entrant CS","2022","Debt","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","Unknown","120","120","21390","21250"
"New entrant CS","2022","Debt","Male","White","190","190","22010","21250"
"New entrant CS","2022","Digital, Data & Technology","Female","Asian","120","120","37190","34260"
"New entrant CS","2022","Digital, Data & Technology","Female","Black","60","60","38190","33640"
"New entrant CS","2022","Digital, Data & Technology","Female","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Female","Unknown","260","240","36720","33370"
"New entrant CS","2022","Digital, Data & Technology","Female","White","610","590","35950","33080"
"New entrant CS","2022","Digital, Data & Technology","Male","Asian","170","170","40020","36920"
"New entrant CS","2022","Digital, Data & Technology","Male","Black","100","90","36870","35900"
"New entrant CS","2022","Digital, Data & Technology","Male","Mixed","30","30","[c]","[c]"
