"Status","Year","Region_ITL1","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Unknown","Haringey and Islington","270","250","30870","31060"
"In post","2022","London","Unknown","Harrow and Hillingdon","240","230","30930","28650"
"In post","2022","London","Unknown","Hounslow and Richmond upon Thames","440","430","31430","31020"
"In post","2022","London","Unknown","Kensington & Chelsea and Hammersmith & Fulham","110","110","32280","31060"
"In post","2022","London","Unknown","Lambeth","300","290","40770","36200"
"In post","2022","London","Unknown","Lewisham and Southwark","170","160","37000","32790"
"In post","2022","London","Unknown","Merton, Kingston upon Thames and Sutton","90","90","30120","30470"
"In post","2022","London","Unknown","Redbridge and Waltham Forest","120","110","30900","31060"
"In post","2022","London","Unknown","Tower Hamlets","690","680","46910","41750"
"In post","2022","London","Unknown","Wandsworth","170","170","30670","30520"
"In post","2022","London","Unknown","Westminster","10600","10420","46720","41500"
"In post","2022","London","White","Barking & Dagenham and Havering","260","240","31620","31060"
"In post","2022","London","White","Barnet","770","720","42710","37770"
"In post","2022","London","White","Bexley and Greenwich","980","930","33000","31880"
"In post","2022","London","White","Brent","160","150","35130","31060"
"In post","2022","London","White","Bromley","290","260","31830","31060"
"In post","2022","London","White","Camden and City of London","950","910","46920","38370"
"In post","2022","London","White","Croydon","4740","4510","43100","37930"
"In post","2022","London","White","Ealing","120","120","35030","31060"
"In post","2022","London","White","Enfield","100","90","35170","31060"
"In post","2022","London","White","Hackney and Newham","2480","2350","44670","38030"
"In post","2022","London","White","Haringey and Islington","530","510","34830","32450"
"In post","2022","London","White","Harrow and Hillingdon","1200","1090","32880","30500"
"In post","2022","London","White","Hounslow and Richmond upon Thames","1450","1380","34730","33120"
"In post","2022","London","White","Kensington & Chelsea and Hammersmith & Fulham","350","330","34420","32140"
"In post","2022","London","White","Lambeth","1900","1830","46140","40170"
"In post","2022","London","White","Lewisham and Southwark","510","490","36370","31060"
"In post","2022","London","White","Merton, Kingston upon Thames and Sutton","360","340","34550","31060"
"In post","2022","London","White","Redbridge and Waltham Forest","260","230","30990","30780"
"In post","2022","London","White","Tower Hamlets","3250","3140","53810","54070"
"In post","2022","London","White","Wandsworth","410","390","34560","32400"
"In post","2022","London","White","Westminster","32360","31430","51130","51830"
"In post","2022","North East (England)","Asian","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Asian","Durham","50","40","26670","22080"
"In post","2022","North East (England)","Asian","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Asian","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Asian","South Teesside","30","30","[c]","[c]"
"In post","2022","North East (England)","Asian","Sunderland","40","40","[c]","[c]"
"In post","2022","North East (England)","Asian","Tyneside","410","390","30410","26820"
"In post","2022","North East (England)","Black","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","Durham","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","Tyneside","120","110","28910","26820"
"In post","2022","North East (England)","Mixed","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Mixed","Durham","40","40","[c]","[c]"
"In post","2022","North East (England)","Mixed","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Mixed","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Mixed","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Mixed","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Mixed","Tyneside","160","150","29910","27570"
"In post","2022","North East (England)","Other ethnicity","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","Durham","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","Tyneside","30","30","[c]","[c]"
"In post","2022","North East (England)","Undeclared","Darlington","50","50","37870","36500"
"In post","2022","North East (England)","Undeclared","Durham","110","100","29460","27130"
"In post","2022","North East (England)","Undeclared","Hartlepool and Stockton-on-Tees","50","40","[c]","[c]"
"In post","2022","North East (England)","Undeclared","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Undeclared","South Teesside","50","40","26410","27470"
"In post","2022","North East (England)","Undeclared","Sunderland","140","120","26910","22080"
"In post","2022","North East (England)","Undeclared","Tyneside","640","590","32560","27570"
"In post","2022","North East (England)","Unknown","Darlington","130","120","36780","30340"
"In post","2022","North East (England)","Unknown","Durham","690","650","25400","23140"
"In post","2022","North East (England)","Unknown","Hartlepool and Stockton-on-Tees","120","110","27100","27570"
"In post","2022","North East (England)","Unknown","Northumberland","40","40","[c]","[c]"
"In post","2022","North East (England)","Unknown","South Teesside","70","70","25360","23170"
"In post","2022","North East (England)","Unknown","Sunderland","560","490","24490","21260"
"In post","2022","North East (England)","Unknown","Tyneside","3000","2770","28910","26590"
"In post","2022","North East (England)","White","Darlington","1080","1030","36880","34290"
"In post","2022","North East (England)","White","Durham","4810","4320","28210","26820"
"In post","2022","North East (England)","White","Hartlepool and Stockton-on-Tees","1450","1330","27860","27570"
"In post","2022","North East (England)","White","Northumberland","410","370","29860","27570"
"In post","2022","North East (England)","White","South Teesside","990","890","27260","26620"
"In post","2022","North East (England)","White","Sunderland","3550","3010","26310","22080"
"In post","2022","North East (England)","White","Tyneside","14090","12900","31380","27570"
"In post","2022","North West (England)","Asian","Blackburn with Darwen","130","120","26310","27570"
"In post","2022","North West (England)","Asian","Blackpool","130","130","29730","27570"
"In post","2022","North West (England)","Asian","Cheshire East","40","40","[c]","[c]"
"In post","2022","North West (England)","Asian","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Asian","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Asian","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Asian","East Lancashire","80","60","25640","27570"
"In post","2022","North West (England)","Asian","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Asian","Greater Manchester North East","110","100","27640","27570"
"In post","2022","North West (England)","Asian","Greater Manchester North West","110","100","24620","24110"
"In post","2022","North West (England)","Asian","Greater Manchester South East","70","60","25140","22840"
"In post","2022","North West (England)","Asian","Greater Manchester South West","740","700","29880","26820"
"In post","2022","North West (England)","Asian","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Asian","Liverpool","150","140","31090","25210"
"In post","2022","North West (England)","Asian","Manchester","830","790","31880","27570"
"In post","2022","North West (England)","Asian","Mid Lancashire","660","590","25070","21260"
"In post","2022","North West (England)","Asian","Sefton","70","70","35650","27570"
"In post","2022","North West (England)","Asian","Warrington","50","40","[c]","[c]"
"In post","2022","North West (England)","Asian","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Asian","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","Greater Manchester North East","30","30","[c]","[c]"
"In post","2022","North West (England)","Black","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","Greater Manchester South West","260","250","28510","26820"
"In post","2022","North West (England)","Black","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","Liverpool","110","100","29200","25170"
"In post","2022","North West (England)","Black","Manchester","330","320","31370","27570"
"In post","2022","North West (England)","Black","Mid Lancashire","30","30","[c]","[c]"
"In post","2022","North West (England)","Black","Sefton","30","30","[c]","[c]"
"In post","2022","North West (England)","Black","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","Blackpool","40","40","[c]","[c]"
"In post","2022","North West (England)","Mixed","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","Greater Manchester South West","130","120","31230","27570"
"In post","2022","North West (England)","Mixed","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","Liverpool","190","170","29400","25520"
"In post","2022","North West (England)","Mixed","Manchester","200","190","33400","27880"
"In post","2022","North West (England)","Mixed","Mid Lancashire","60","60","28990","24920"
"In post","2022","North West (England)","Mixed","Sefton","70","60","32560","27570"
"In post","2022","North West (England)","Mixed","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Other ethnicity","Blackburn with Darwen","[c]","[c]","[c]","[c]"
