"Status","Year","Region_ITL1","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","North West (England)","Lancashire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Attorney General's Departments","390","370","37370","30130"
"In post","2022","North West (England)","Merseyside","Cabinet Office","480","470","40700","38330"
"In post","2022","North West (England)","Merseyside","Charity Commission","350","330","31850","29160"
"In post","2022","North West (England)","Merseyside","Department for Business, Energy and Industrial Strategy","50","50","34420","34190"
"In post","2022","North West (England)","Merseyside","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Department for Levelling Up, Housing and Communities","60","50","37230","30190"
"In post","2022","North West (England)","Merseyside","Department for Transport","140","130","31270","26780"
"In post","2022","North West (England)","Merseyside","Department for Work and Pensions","4880","4350","28510","27570"
"In post","2022","North West (England)","Merseyside","Department of Health and Social Care","130","120","43240","36820"
"In post","2022","North West (England)","Merseyside","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","HM Land Registry","530","480","30020","27130"
"In post","2022","North West (England)","Merseyside","HM Revenue and Customs","6080","5650","30940","26820"
"In post","2022","North West (England)","Merseyside","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Home Office","5490","5100","26910","24890"
"In post","2022","North West (England)","Merseyside","Ministry of Defence","370","350","27130","22330"
"In post","2022","North West (England)","Merseyside","Ministry of Justice","2160","2000","28530","25210"
"In post","2022","North West (England)","Merseyside","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2022","North West (England)","Merseyside","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department for Transport","40","40","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Food Standards Agency","100","100","37610","37350"
"In post","2022","Northern Ireland","Northern Ireland","HM Revenue and Customs","2360","2220","30580","26820"
"In post","2022","Northern Ireland","Northern Ireland","Home Office","560","520","26350","24880"
"In post","2022","Northern Ireland","Northern Ireland","Ministry of Defence","890","870","24580","20560"
"In post","2022","Northern Ireland","Northern Ireland","National Crime Agency","120","120","40080","36740"
"In post","2022","Northern Ireland","Northern Ireland","Northern Ireland Office","90","90","41380","36720"
"In post","2022","Northern Ireland","Northern Ireland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Department for International Trade","180","180","55360","53470"
"In post","2022","Overseas","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Foreign, Commonwealth and Development Office","2210","2200","51740","53000"
"In post","2022","Overseas","Overseas","Home Office","300","300","30510","27370"
"In post","2022","Overseas","Overseas","Ministry of Defence","790","780","42260","40580"
"In post","2022","Overseas","Overseas","National Crime Agency","130","130","62920","61710"
"In post","2022","Overseas","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Cabinet Office","30","30","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Competition and Markets Authority","50","50","58200","55860"
"In post","2022","Scotland","Eastern Scotland","Department for Business, Energy and Industrial Strategy","160","150","30430","24620"
"In post","2022","Scotland","Eastern Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Department for Education","[c]","[c]","[c]","[c]"
