"Status","Year","Organisation","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Public Health England","Outer London - West and North West","Department of Health and Social Care","1120","1050","43220","39350"
"In post","2021","Public Health England","Shropshire and Staffordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","South Yorkshire","Department of Health and Social Care","60","60","38470","31150"
"In post","2021","Public Health England","Surrey, East and West Sussex","Department of Health and Social Care","70","70","49440","46220"
"In post","2021","Public Health England","Tees Valley and Durham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Central Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Midlands","Department of Health and Social Care","460","410","41840","34700"
"In post","2021","Public Health England","West Yorkshire","Department of Health and Social Care","260","230","42860","37190"
"In post","2021","Queen Elizabeth II Centre","Inner London - West","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Registers of Scotland","Eastern Scotland","Scottish Government","980","940","32860","30080"
"In post","2021","Registers of Scotland","West Central Scotland","Scottish Government","180","170","32980","30080"
"In post","2021","Revenue Scotland","Eastern Scotland","Scottish Government","60","50","43440","38540"
"In post","2021","Royal Fleet Auxiliary","Unknown","Ministry of Defence","1830","1830","37620","34460"
"In post","2021","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","180","170","30440","25900"
"In post","2021","Rural Payments Agency","Cheshire","Department for Environment, Food and Rural Affairs","100","90","25310","24920"
"In post","2021","Rural Payments Agency","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Cumbria","Department for Environment, Food and Rural Affairs","760","680","24910","21050"
"In post","2021","Rural Payments Agency","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","60","60","25370","25100"
"In post","2021","Rural Payments Agency","Devon","Department for Environment, Food and Rural Affairs","220","200","27760","25740"
"In post","2021","Rural Payments Agency","Dorset and Somerset","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","East Anglia","Department for Environment, Food and Rural Affairs","50","50","27520","25190"
"In post","2021","Rural Payments Agency","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Essex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"In post","2021","Rural Payments Agency","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","140","130","25360","24920"
"In post","2021","Rural Payments Agency","Inner London - West","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Kent","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Lancashire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","North Yorkshire","Department for Environment, Food and Rural Affairs","180","170","27850","25190"
"In post","2021","Rural Payments Agency","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs","310","290","27530","24920"
"In post","2021","Rural Payments Agency","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","West Yorkshire","Department for Environment, Food and Rural Affairs","60","50","25660","22980"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Eastern Scotland","Scotland Office","80","80","47970","46600"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Inner London - West","Scotland Office","40","30","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Eastern Scotland","Scottish Government","1120","1040","29220","26550"
"In post","2021","Scottish Courts and Tribunals Service","Highlands and Islands","Scottish Government","90","70","25980","22820"
"In post","2021","Scottish Courts and Tribunals Service","North Eastern Scotland","Scottish Government","80","70","24440","22820"
"In post","2021","Scottish Courts and Tribunals Service","Southern Scotland","Scottish Government","170","150","24830","22820"
"In post","2021","Scottish Courts and Tribunals Service","West Central Scotland","Scottish Government","340","300","26570","22820"
"In post","2021","Scottish Fiscal Commission","Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Eastern Scotland","Scottish Government","100","100","39190","37530"
"In post","2021","Scottish Forestry","Highlands and Islands","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","North Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Southern Scotland","Scottish Government","50","50","30830","29140"
"In post","2021","Scottish Government (excl. agencies)","Eastern Scotland","Scottish Government","5650","5410","44140","39660"
"In post","2021","Scottish Government (excl. agencies)","Highlands and Islands","Scottish Government","260","240","30670","29190"
"In post","2021","Scottish Government (excl. agencies)","Inner London - West","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","North Eastern Scotland","Scottish Government","370","340","36450","32630"
"In post","2021","Scottish Government (excl. agencies)","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Southern Scotland","Scottish Government","150","140","31380","29190"
"In post","2021","Scottish Government (excl. agencies)","West Central Scotland","Scottish Government","1360","1320","43660","39660"
"In post","2021","Scottish Housing Regulator","Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","West Central Scotland","Scottish Government","50","40","[c]","[c]"
"In post","2021","Scottish Prison Service","Eastern Scotland","Scottish Government","2350","2200","32520","33650"
"In post","2021","Scottish Prison Service","Highlands and Islands","Scottish Government","120","110","30900","33650"
"In post","2021","Scottish Prison Service","North Eastern Scotland","Scottish Government","310","300","30160","28870"
"In post","2021","Scottish Prison Service","Southern Scotland","Scottish Government","170","150","30200","30930"
"In post","2021","Scottish Prison Service","West Central Scotland","Scottish Government","1540","1450","31130","33650"
"In post","2021","Scottish Public Pensions Agency","Southern Scotland","Scottish Government","290","260","29650","26160"
"In post","2021","Serious Fraud Office","Inner London - West","Attorney General's Departments","490","480","46240","40700"
"In post","2021","Social Security Scotland","Eastern Scotland","Scottish Government","350","340","29210","26160"
"In post","2021","Social Security Scotland","Highlands and Islands","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","North Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Southern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","West Central Scotland","Scottish Government","750","730","32830","27150"
"In post","2021","Standards and Testing Agency","Derbyshire and Nottinghamshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Greater Manchester","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Inner London - West","Department for Education","40","40","[c]","[c]"
"In post","2021","Standards and Testing Agency","South Yorkshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Tees Valley and Durham","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","West Midlands","Department for Education","60","60","40680","36780"
"In post","2021","Student Awards Agency for Scotland","Eastern Scotland","Scottish Government","240","230","29770","26160"
"In post","2021","Submarine Delivery Agency","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Cumbria","Ministry of Defence","150","150","42610","41000"
"In post","2021","Submarine Delivery Agency","Derbyshire and Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Devon","Ministry of Defence","100","100","37360","37400"
"In post","2021","Submarine Delivery Agency","Eastern Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","1400","1370","41910","39860"
"In post","2021","Submarine Delivery Agency","Highlands and Islands","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Inner London - West","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","West Central Scotland","Ministry of Defence","70","60","37870","40580"
"In post","2021","Teaching Regulation Agency","Derbyshire and Nottinghamshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","West Midlands","Department for Education","70","70","31090","26000"
