"Status","Year","Age","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","East Midlands (England)","Declared non-disabled","120","110","25010","23390"
"Leaver Dept.","2022","20-29","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","East Midlands (England)","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","20-29","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","East of England","Declared non-disabled","110","100","28790","27120"
"Leaver Dept.","2022","20-29","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","Declared disabled","240","220","33090","31060"
"Leaver Dept.","2022","20-29","London","Declared non-disabled","2060","1960","34620","32650"
"Leaver Dept.","2022","20-29","London","Undeclared","130","130","34430","33240"
"Leaver Dept.","2022","20-29","London","Unknown","1220","940","34310","32000"
"Leaver Dept.","2022","20-29","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","North East (England)","Declared non-disabled","150","150","25190","24100"
"Leaver Dept.","2022","20-29","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","North East (England)","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","20-29","North West (England)","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","20-29","North West (England)","Declared non-disabled","370","360","25040","24880"
"Leaver Dept.","2022","20-29","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","North West (England)","Unknown","130","130","26670","27050"
"Leaver Dept.","2022","20-29","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scotland","Declared non-disabled","200","200","26120","27120"
"Leaver Dept.","2022","20-29","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scotland","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Declared non-disabled","140","140","27540","27570"
"Leaver Dept.","2022","20-29","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","20-29","South West (England)","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","20-29","South West (England)","Declared non-disabled","430","410","26160","25620"
"Leaver Dept.","2022","20-29","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South West (England)","Unknown","60","60","27490","26670"
"Leaver Dept.","2022","20-29","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Declared non-disabled","90","90","32040","31370"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","200","130","32160","32000"
"Leaver Dept.","2022","20-29","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Wales","Declared non-disabled","120","120","28400","27570"
"Leaver Dept.","2022","20-29","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Wales","Unknown","60","60","28290","28430"
"Leaver Dept.","2022","20-29","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","West Midlands (England)","Declared non-disabled","240","230","24890","23700"
"Leaver Dept.","2022","20-29","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","West Midlands (England)","Unknown","70","70","24810","23700"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","Declared non-disabled","240","230","29030","27570"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","Unknown","170","90","28110","27570"
"Leaver Dept.","2022","30-39","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Midlands (England)","Declared non-disabled","100","100","30310","27570"
"Leaver Dept.","2022","30-39","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","Declared non-disabled","110","110","32860","30460"
"Leaver Dept.","2022","30-39","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Declared disabled","220","200","43680","40480"
"Leaver Dept.","2022","30-39","London","Declared non-disabled","1910","1770","44900","41250"
"Leaver Dept.","2022","30-39","London","Undeclared","120","120","43420","40600"
"Leaver Dept.","2022","30-39","London","Unknown","800","570","44380","40290"
"Leaver Dept.","2022","30-39","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North East (England)","Declared non-disabled","180","170","30480","27570"
"Leaver Dept.","2022","30-39","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North East (England)","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Declared non-disabled","400","390","30380","27570"
"Leaver Dept.","2022","30-39","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Unknown","110","100","30800","29000"
"Leaver Dept.","2022","30-39","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Declared non-disabled","270","260","28940","27570"
"Leaver Dept.","2022","30-39","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Unknown","80","80","32330","30450"
"Leaver Dept.","2022","30-39","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Declared non-disabled","160","150","36390","36510"
"Leaver Dept.","2022","30-39","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Declared non-disabled","410","390","34970","33180"
"Leaver Dept.","2022","30-39","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Unknown","90","90","34690","34670"
"Leaver Dept.","2022","30-39","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Declared non-disabled","110","100","39540","33250"
"Leaver Dept.","2022","30-39","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","90","50","41290","33250"
"Leaver Dept.","2022","30-39","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","Declared non-disabled","160","150","34290","30660"
"Leaver Dept.","2022","30-39","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","Unknown","70","60","33080","30730"
"Leaver Dept.","2022","30-39","West Midlands (England)","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Declared non-disabled","270","250","29580","27570"
"Leaver Dept.","2022","30-39","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Unknown","70","70","29680","27570"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","Declared non-disabled","270","260","35530","31510"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","Unknown","120","70","37810","36410"
"Leaver Dept.","2022","40-49","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Declared non-disabled","110","100","35950","32060"
"Leaver Dept.","2022","40-49","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Declared non-disabled","100","90","36660","32690"
"Leaver Dept.","2022","40-49","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Declared disabled","130","110","47740","41850"
"Leaver Dept.","2022","40-49","London","Declared non-disabled","1180","1090","52140","52610"
"Leaver Dept.","2022","40-49","London","Undeclared","60","50","48900","41340"
"Leaver Dept.","2022","40-49","London","Unknown","590","410","52650","52610"
"Leaver Dept.","2022","40-49","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North East (England)","Declared non-disabled","180","170","33780","27570"
"Leaver Dept.","2022","40-49","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North East (England)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Declared non-disabled","340","320","35380","29180"
"Leaver Dept.","2022","40-49","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Unknown","90","80","39530","35610"
"Leaver Dept.","2022","40-49","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Declared non-disabled","200","190","31290","27570"
"Leaver Dept.","2022","40-49","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Declared non-disabled","180","160","40350","33600"
"Leaver Dept.","2022","40-49","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Unknown","70","70","49280","43660"
"Leaver Dept.","2022","40-49","South West (England)","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Declared non-disabled","350","330","41130","37450"
"Leaver Dept.","2022","40-49","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Unknown","120","110","42450","40560"
"Leaver Dept.","2022","40-49","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Declared non-disabled","60","50","39930","32180"
"Leaver Dept.","2022","40-49","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","Declared non-disabled","110","100","36510","30830"
"Leaver Dept.","2022","40-49","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Declared non-disabled","210","200","36750","29160"
"Leaver Dept.","2022","40-49","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Unknown","70","60","38470","36680"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","Declared disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","Declared non-disabled","220","200","41010","37100"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","Unknown","140","50","45600","39850"
"Leaver Dept.","2022","50-59","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East Midlands (England)","Declared non-disabled","70","70","37110","29270"
"Leaver Dept.","2022","50-59","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","Declared non-disabled","90","90","45730","33040"
