"Status","Year","Region_ITL3","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Tower Hamlets","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Department for Work and Pensions","Unknown","100","100","30240","31060"
"New entrant CS","2021","Tower Hamlets","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Department of Health and Social Care","Unknown","130","130","39720","32960"
"New entrant CS","2021","Tower Hamlets","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","HM Revenue and Customs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Ministry of Justice","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Ministry of Justice","Digital, Data & Technology","60","60","52810","54580"
"New entrant CS","2021","Tower Hamlets","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Ministry of Justice","No function","70","70","26130","22680"
"New entrant CS","2021","Tower Hamlets","Ministry of Justice","Project Delivery","50","50","38360","39530"
"New entrant CS","2021","Tower Hamlets","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Gas and Electricity Markets","No function","100","100","36860","27000"
"New entrant CS","2021","Tower Hamlets","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Other Cabinet Office Agencies","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Education","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department for Work and Pensions","Unknown","1000","990","24100","21010"
"New entrant CS","2021","Tyneside","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Department of Health and Social Care","No function","50","40","[c]","[c]"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Communications","320","320","26370","25560"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Debt","320","310","20380","20140"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","No function","100","100","21010","20140"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Ministry of Housing, Communities and Local Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Ministry of Housing, Communities and Local Government","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tyneside","Ministry of Justice","No function","50","50","20800","18880"
"New entrant CS","2021","Tyneside","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","No function","120","120","31910","28000"
"New entrant CS","2021","Unknown","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Security","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Unknown","320","310","28900","27570"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Unknown","320","310","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wakefield","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wakefield","Department for Work and Pensions","Unknown","70","70","26860","27570"
"New entrant CS","2021","Wakefield","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wakefield","Ministry of Justice","No function","80","80","21820","20600"
"New entrant CS","2021","Wakefield","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wakefield","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wakefield","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wakefield","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wakefield","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Walsall","Department for Work and Pensions","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Walsall","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Walsall","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Walsall","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wandsworth","Department for Work and Pensions","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Wandsworth","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wandsworth","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wandsworth","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wandsworth","Ministry of Justice","No function","140","140","27730","30220"
"New entrant CS","2021","Wandsworth","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Department for Work and Pensions","Unknown","130","120","27510","27570"
"New entrant CS","2021","Warrington","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Ministry of Housing, Communities and Local Government","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Ministry of Justice","No function","70","70","21930","22850"
"New entrant CS","2021","Warrington","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","National Crime Agency","No function","180","180","31690","30640"
"New entrant CS","2021","Warrington","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Department for Work and Pensions","Unknown","60","60","25040","27570"
"New entrant CS","2021","Warwickshire","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Essex","Department for Work and Pensions","Unknown","60","60","28620","29290"
"New entrant CS","2021","West Essex","Department of Health and Social Care","No function","30","20","[c]","[c]"
"New entrant CS","2021","West Essex","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Essex","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Essex","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Kent","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Kent","Department for Work and Pensions","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","West Kent","Ministry of Defence","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Kent","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Lothian","Department for Work and Pensions","Unknown","60","50","22870","21010"
"New entrant CS","2021","West Lothian","Scottish Government","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Lothian","Scottish Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Lothian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Northamptonshire","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Northamptonshire","Department for Work and Pensions","Unknown","50","50","27430","27570"
"New entrant CS","2021","West Northamptonshire","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Northamptonshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Northamptonshire","Ministry of Justice","No function","110","110","20470","19530"
"New entrant CS","2021","West Surrey","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Department for Environment, Food and Rural Affairs","No function","90","90","26980","24370"
"New entrant CS","2021","West Surrey","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Department for Work and Pensions","Unknown","120","110","28890","29290"
"New entrant CS","2021","West Surrey","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Ministry of Justice","No function","100","100","24720","22920"
"New entrant CS","2021","West Surrey","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Department for Work and Pensions","Unknown","110","110","26690","27570"
"New entrant CS","2021","West Sussex (North East)","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Home Office","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (South West)","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (South West)","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (South West)","Department for Work and Pensions","Unknown","90","80","26650","27570"
"New entrant CS","2021","West Sussex (South West)","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (South West)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (South West)","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Attorney General's Departments","Legal","390","380","39680","43920"
"New entrant CS","2021","Westminster","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Cabinet Office","Commercial","130","130","76550","71250"
"New entrant CS","2021","Westminster","Cabinet Office","Communications","80","80","36170","34550"
"New entrant CS","2021","Westminster","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Cabinet Office","Human Resources","50","50","33240","28000"
"New entrant CS","2021","Westminster","Cabinet Office","No function","620","620","33190","28000"
"New entrant CS","2021","Westminster","Cabinet Office","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Westminster","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Cabinet Office","Security","40","40","[c]","[c]"
"New entrant CS","2021","Westminster","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Charity Commission","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Business, Energy and Industrial Strategy","Analysis","60","60","32760","33570"
"New entrant CS","2021","Westminster","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Business, Energy and Industrial Strategy","No function","560","560","38580","33570"
"New entrant CS","2021","Westminster","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Digital, Culture, Media and Sport","No function","240","240","37610","34020"
"New entrant CS","2021","Westminster","Department for Digital, Culture, Media and Sport","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Education","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Education","Finance","[c]","[c]","[c]","[c]"
