"Status","Year","Responsibility_level","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SEO/HEO","Manchester","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Department for Education (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medway","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medway","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medway","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medway","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medway","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Kent","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Kent","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Kent","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Kent","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Kent","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Mid Lancashire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Milton Keynes","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Milton Keynes","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Milton Keynes","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Milton Keynes","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Milton Keynes","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Milton Keynes","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Monmouthshire and Newport","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Monmouthshire and Newport","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Monmouthshire and Newport","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Monmouthshire and Newport","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Monmouthshire and Newport","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Monmouthshire and Newport","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Monmouthshire and Newport","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Monmouthshire and Newport","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Monmouthshire and Newport","UK Statistics Authority","80","80","33290","32340"
"Leaver CS","2022","SEO/HEO","Monmouthshire and Newport","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North and North East Lincolnshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North and North East Lincolnshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North and North East Lincolnshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North and West Norfolk","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North and West Norfolk","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North and West Norfolk","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North and West Norfolk","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North and West Norfolk","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North and West Norfolk","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North and West Norfolk","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Hampshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Hampshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Hampshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Lanarkshire","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Lanarkshire","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Lanarkshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Lanarkshire","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Lanarkshire","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Northamptonshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Northamptonshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Nottinghamshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Nottinghamshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Nottinghamshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Yorkshire CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Yorkshire CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Yorkshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Yorkshire CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Yorkshire CC","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Yorkshire CC","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Yorkshire CC","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northumberland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northumberland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northumberland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northumberland","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northumberland","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Norwich and East Norfolk","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Norwich and East Norfolk","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Norwich and East Norfolk","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Norwich and East Norfolk","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Norwich and East Norfolk","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Norwich and East Norfolk","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Norwich and East Norfolk","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Norwich and East Norfolk","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Norwich and East Norfolk","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Norwich and East Norfolk","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Norwich and East Norfolk","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Nottingham","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Overseas","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Overseas","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Overseas","Ministry of Defence (excl. agencies)","50","50","40200","40120"
"Leaver CS","2022","SEO/HEO","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Overseas","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Oxfordshire CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Oxfordshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Oxfordshire CC","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Oxfordshire CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Oxfordshire CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Oxfordshire CC","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Oxfordshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Oxfordshire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Oxfordshire CC","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Oxfordshire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Oxfordshire CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Perth and Kinross, and Stirling","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Perth and Kinross, and Stirling","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Perth and Kinross, and Stirling","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Perth and Kinross, and Stirling","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Perth and Kinross, and Stirling","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Peterborough","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Peterborough","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Peterborough","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Peterborough","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Peterborough","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Peterborough","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Peterborough","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Plymouth","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Plymouth","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Plymouth","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Plymouth","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Plymouth","HM Land Registry","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Plymouth","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Plymouth","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Plymouth","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Portsmouth","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Portsmouth","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Portsmouth","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Portsmouth","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Portsmouth","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Portsmouth","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Portsmouth","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Portsmouth","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Powys","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
