"Status","Year","Disability","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Heterosexual / straight","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Central Hampshire","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","City of Edinburgh","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Coventry","80","80","32550","29360"
"New entrant CS","2021","Unknown","Heterosexual / straight","Croydon","60","60","37430","33860"
"New entrant CS","2021","Unknown","Heterosexual / straight","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Devon CC","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Durham CC","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","East Kent","60","50","28090","24880"
"New entrant CS","2021","Unknown","Heterosexual / straight","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Hertfordshire","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Lambeth","220","220","36780","36200"
"New entrant CS","2021","Unknown","Heterosexual / straight","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Leeds","100","100","33520","28970"
"New entrant CS","2021","Unknown","Heterosexual / straight","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Liverpool","100","100","34280","29800"
"New entrant CS","2021","Unknown","Heterosexual / straight","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Manchester","110","110","33440","29360"
"New entrant CS","2021","Unknown","Heterosexual / straight","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Mid Lancashire","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Monmouthshire and Newport","140","130","30530","29540"
"New entrant CS","2021","Unknown","Heterosexual / straight","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Nottingham","70","70","30490","23140"
"New entrant CS","2021","Unknown","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Plymouth","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Sheffield","110","110","31520","29360"
"New entrant CS","2021","Unknown","Heterosexual / straight","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","South Hampshire","130","120","30510","29540"
"New entrant CS","2021","Unknown","Heterosexual / straight","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Swansea","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Tower Hamlets","90","90","43230","39850"
"New entrant CS","2021","Unknown","Heterosexual / straight","Tyneside","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Warrington","150","150","31250","30640"
"New entrant CS","2021","Unknown","Heterosexual / straight","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Westminster","660","650","38750","33540"
"New entrant CS","2021","Unknown","Heterosexual / straight","Wiltshire","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","South Nottinghamshire","[c]","[c]","[c]","[c]"
