"Status","Year","Region_ITL2","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","EO","160","150","28050","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","SEO/HEO","130","120","35540","35000"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Unknown","150","150","29910","25570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","AA/AO","170","170","24480","25270"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","EO","60","60","25010","26350"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","SEO/HEO","50","40","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","120","120","26760","24270"
"New entrant CS","2022","Cheshire","Heterosexual / straight","AA/AO","110","110","21500","21170"
"New entrant CS","2022","Cheshire","Heterosexual / straight","EO","80","70","29470","28840"
"New entrant CS","2022","Cheshire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Heterosexual / straight","SEO/HEO","70","70","35240","35900"
"New entrant CS","2022","Cheshire","Heterosexual / straight","Unknown","70","60","26280","24800"
"New entrant CS","2022","Cheshire","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Unknown","AA/AO","110","100","21740","21300"
"New entrant CS","2022","Cheshire","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Unknown","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","AA/AO","100","100","21400","21260"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Heterosexual / straight","AA/AO","70","70","21950","21300"
"New entrant CS","2022","Cumbria","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Heterosexual / straight","Unknown","60","50","31970","28860"
"New entrant CS","2022","Cumbria","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Unknown","AA/AO","110","100","21560","21300"
"New entrant CS","2022","Cumbria","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","AA/AO","480","470","21470","21260"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","EO","330","320","26820","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","SEO/HEO","230","220","34120","33080"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","Unknown","180","160","27450","24800"
"New entrant CS","2022","Derbyshire and Nottinghamshire","LGBO","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","LGBO","EO","40","40","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Unknown","AA/AO","260","250","21450","21250"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Unknown","EO","170","170","26280","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Unknown","SEO/HEO","90","90","33780","33080"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Unknown","Unknown","140","120","28440","26310"
"New entrant CS","2022","Devon","Heterosexual / straight","AA/AO","240","230","21220","21260"
"New entrant CS","2022","Devon","Heterosexual / straight","EO","90","90","25920","24920"
"New entrant CS","2022","Devon","Heterosexual / straight","G6/G7","50","50","52810","48080"
"New entrant CS","2022","Devon","Heterosexual / straight","SEO/HEO","90","90","34450","34290"
"New entrant CS","2022","Devon","Heterosexual / straight","Unknown","100","90","27550","25130"
"New entrant CS","2022","Devon","LGBO","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Devon","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Unknown","AA/AO","170","160","22080","21750"
"New entrant CS","2022","Devon","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Unknown","Unknown","70","70","26980","24090"
"New entrant CS","2022","Dorset and Somerset","Heterosexual / straight","AA/AO","180","170","22010","21170"
"New entrant CS","2022","Dorset and Somerset","Heterosexual / straight","EO","70","60","26320","26740"
"New entrant CS","2022","Dorset and Somerset","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Heterosexual / straight","SEO/HEO","60","60","35680","33290"
"New entrant CS","2022","Dorset and Somerset","Heterosexual / straight","Unknown","120","110","26730","24090"
"New entrant CS","2022","Dorset and Somerset","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Unknown","AA/AO","110","100","21400","20970"
"New entrant CS","2022","Dorset and Somerset","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Unknown","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Unknown","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","East Anglia","Heterosexual / straight","AA/AO","490","480","22780","21790"
"New entrant CS","2022","East Anglia","Heterosexual / straight","EO","200","190","26660","27570"
"New entrant CS","2022","East Anglia","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Heterosexual / straight","SEO/HEO","120","110","35180","33000"
"New entrant CS","2022","East Anglia","Heterosexual / straight","Unknown","270","250","26360","24270"
"New entrant CS","2022","East Anglia","LGBO","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","East Anglia","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Undeclared","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","East Anglia","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","AA/AO","170","170","22150","21300"
"New entrant CS","2022","East Anglia","Unknown","EO","80","80","26220","26350"
"New entrant CS","2022","East Anglia","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","SEO/HEO","50","40","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","Unknown","160","140","26570","24800"
"New entrant CS","2022","East Wales","Heterosexual / straight","AA/AO","630","610","21180","21250"
"New entrant CS","2022","East Wales","Heterosexual / straight","EO","310","300","25930","25860"
"New entrant CS","2022","East Wales","Heterosexual / straight","G6/G7","110","110","54030","51380"
"New entrant CS","2022","East Wales","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Heterosexual / straight","SEO/HEO","440","430","34800","33080"
"New entrant CS","2022","East Wales","Heterosexual / straight","Unknown","100","90","26640","23170"
"New entrant CS","2022","East Wales","LGBO","AA/AO","80","80","21310","21250"
"New entrant CS","2022","East Wales","LGBO","EO","30","30","[c]","[c]"
"New entrant CS","2022","East Wales","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","LGBO","SEO/HEO","60","60","33070","31210"
"New entrant CS","2022","East Wales","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Undeclared","AA/AO","40","30","[c]","[c]"
"New entrant CS","2022","East Wales","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Undeclared","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","East Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Unknown","AA/AO","320","310","21160","21250"
"New entrant CS","2022","East Wales","Unknown","EO","130","120","25900","26130"
"New entrant CS","2022","East Wales","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Unknown","SEO/HEO","110","100","34210","33080"
