"Status","Year","Sex","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Barnet","370","350","45760","40470"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Birmingham","80","80","46130","35570"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Bristol, City of","90","90","47600","38050"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Cambridgeshire CC","80","70","47900","38200"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Lambeth","500","460","50550","45830"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Leeds","250","100","44600","37010"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Lewisham and Southwark","60","50","56520","54410"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Liverpool","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Manchester","120","120","38570","27500"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Nottingham","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Oxfordshire CC","120","120","47750","42380"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Westminster","360","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Wiltshire","270","260","41670","37470"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department of Health and Social Care","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Estyn","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Estyn","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Foreign, Commonwealth and Development Office","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Foreign, Commonwealth and Development Office","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Foreign, Commonwealth and Development Office","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Foreign, Commonwealth and Development Office","Westminster","140","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Angus and Dundee City","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Birmingham","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Greater Manchester South West","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Hackney and Newham","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Leeds","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Tower Hamlets","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Tyneside","70","70","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","Westminster","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","HM Treasury","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Treasury","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Treasury","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Treasury","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Treasury","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Treasury","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Treasury","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Treasury","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","HM Treasury","Westminster","90","90","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Croydon","80","80","41510","35070"
"Leaver Dept.","2022","Male","Home Office","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Glasgow City","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Liverpool","90","80","25920","24890"
"Leaver Dept.","2022","Male","Home Office","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Sheffield","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","Westminster","190","190","49690","42410"
"Leaver Dept.","2022","Male","Home Office","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","250","250","36300","33390"
"Leaver Dept.","2022","Male","Ministry of Defence","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Central Hampshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","City of Edinburgh","[c]","[c]","[c]","[c]"
