"Status","Year","Age","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Heterosexual / straight","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Finance","50","50","46190","41280"
"Leaver CS","2021","50-59","Heterosexual / straight","Human Resources","50","40","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Legal","60","50","56770","55610"
"Leaver CS","2021","50-59","Heterosexual / straight","Medicine","40","30","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Operational Delivery","880","800","31450","26380"
"Leaver CS","2021","50-59","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Other","200","200","31130","26930"
"Leaver CS","2021","50-59","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Policy","70","60","48740","44780"
"Leaver CS","2021","50-59","Heterosexual / straight","Project Delivery","70","70","49540","40580"
"Leaver CS","2021","50-59","Heterosexual / straight","Property","60","60","35380","32110"
"Leaver CS","2021","50-59","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Science and Engineering","70","70","41990","41400"
"Leaver CS","2021","50-59","Heterosexual / straight","Security","80","70","33820","38120"
"Leaver CS","2021","50-59","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Unknown","780","690","31700","27570"
"Leaver CS","2021","50-59","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Operational Delivery","180","150","29680","25310"
"Leaver CS","2021","50-59","Undeclared","Other","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","130","120","33040","27570"
"Leaver CS","2021","50-59","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Operational Delivery","480","440","31200","25750"
"Leaver CS","2021","50-59","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Other","90","80","37620","32940"
"Leaver CS","2021","50-59","Unknown","Policy","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","2490","2180","33760","27570"
"Leaver CS","2021","50-59","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Digital, Data and Technology","40","30","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Finance","40","40","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Human Resources","50","50","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Legal","50","40","57720","55610"
"Leaver CS","2021","60-64","Heterosexual / straight","Medicine","30","20","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Operational Delivery","650","530","31380","26380"
"Leaver CS","2021","60-64","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Other","200","190","30920","26930"
"Leaver CS","2021","60-64","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Policy","50","50","50430","42130"
"Leaver CS","2021","60-64","Heterosexual / straight","Project Delivery","50","50","48520","41060"
"Leaver CS","2021","60-64","Heterosexual / straight","Property","60","50","37400","33300"
"Leaver CS","2021","60-64","Heterosexual / straight","Science and Engineering","50","50","38100","35550"
"Leaver CS","2021","60-64","Heterosexual / straight","Security","60","60","31620","34040"
"Leaver CS","2021","60-64","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Unknown","680","550","31250","27570"
"Leaver CS","2021","60-64","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Operational Delivery","180","150","31060","26970"
"Leaver CS","2021","60-64","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Other","40","40","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Unknown","110","90","30960","27570"
"Leaver CS","2021","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Legal","30","20","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Operational Delivery","240","190","30310","26350"
"Leaver CS","2021","60-64","Unknown","Other","60","60","37460","33760"
"Leaver CS","2021","60-64","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","1590","1240","31480","27570"
"Leaver CS","2021","60-64","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Operational Delivery","650","470","24470","21430"
"Leaver CS","2021","65+","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
