"Status","Year","Profession_of_post","Responsibility_level","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","G6/G7","North West (England)","170","160","55400","53430"
"In post","2021","Finance","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Finance","G6/G7","Scotland","50","50","55780","54500"
"In post","2021","Finance","G6/G7","South East (England)","120","120","58910","57540"
"In post","2021","Finance","G6/G7","South West (England)","250","240","59590","57710"
"In post","2021","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","G6/G7","Wales","120","120","58960","60830"
"In post","2021","Finance","G6/G7","West Midlands (England)","140","140","56080","52580"
"In post","2021","Finance","G6/G7","Yorkshire and The Humber","160","160","55200","52280"
"In post","2021","Finance","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","London","160","160","91190","83860"
"In post","2021","Finance","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","East Midlands (England)","70","70","36080","34530"
"In post","2021","Finance","SEO/HEO","East of England","170","170","37680","37030"
"In post","2021","Finance","SEO/HEO","London","1090","1070","39620","39830"
"In post","2021","Finance","SEO/HEO","North East (England)","210","200","34990","36500"
"In post","2021","Finance","SEO/HEO","North West (England)","280","270","36060","36420"
"In post","2021","Finance","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Scotland","140","130","37350","36780"
"In post","2021","Finance","SEO/HEO","South East (England)","440","410","37930","35300"
"In post","2021","Finance","SEO/HEO","South West (England)","570","540","37960","37080"
"In post","2021","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Wales","280","260","39090","37410"
"In post","2021","Finance","SEO/HEO","West Midlands (England)","250","240","36850","36780"
"In post","2021","Finance","SEO/HEO","Yorkshire and The Humber","300","290","34490","36330"
"In post","2021","Finance","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","South West (England)","110","110","41750","39980"
"In post","2021","Human Resources","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","East of England","30","30","[c]","[c]"
"In post","2021","Human Resources","AA/AO","London","90","80","24330","24090"
"In post","2021","Human Resources","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","North West (England)","230","200","21100","20920"
"In post","2021","Human Resources","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","Scotland","380","350","21590","21130"
"In post","2021","Human Resources","AA/AO","South East (England)","100","90","21810","21580"
"In post","2021","Human Resources","AA/AO","South West (England)","150","140","21010","20920"
"In post","2021","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","Wales","130","120","22080","22120"
"In post","2021","Human Resources","AA/AO","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Human Resources","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","EO","East Midlands (England)","70","60","26920","27130"
"In post","2021","Human Resources","EO","East of England","40","40","[c]","[c]"
"In post","2021","Human Resources","EO","London","350","330","29060","28810"
"In post","2021","Human Resources","EO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","EO","North West (England)","240","220","26180","26670"
"In post","2021","Human Resources","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","EO","Scotland","120","120","28140","26670"
"In post","2021","Human Resources","EO","South East (England)","100","90","27390","26670"
"In post","2021","Human Resources","EO","South West (England)","160","140","24890","25630"
"In post","2021","Human Resources","EO","Wales","160","150","26350","26690"
"In post","2021","Human Resources","EO","West Midlands (England)","50","40","[c]","[c]"
"In post","2021","Human Resources","EO","Yorkshire and The Humber","60","60","25830","25860"
"In post","2021","Human Resources","G6/G7","East Midlands (England)","80","70","56680","52620"
"In post","2021","Human Resources","G6/G7","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","London","770","750","61040","59190"
"In post","2021","Human Resources","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","North West (England)","160","160","55860","53360"
"In post","2021","Human Resources","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Scotland","60","60","56200","53470"
"In post","2021","Human Resources","G6/G7","South East (England)","80","80","58870","55780"
"In post","2021","Human Resources","G6/G7","South West (England)","160","160","54560","54520"
"In post","2021","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Wales","120","110","55880","55110"
"In post","2021","Human Resources","G6/G7","West Midlands (England)","60","60","56250","53800"
"In post","2021","Human Resources","G6/G7","Yorkshire and The Humber","110","110","55000","52580"
"In post","2021","Human Resources","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","London","130","130","89020","82600"
"In post","2021","Human Resources","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","East Midlands (England)","190","180","35780","33840"
"In post","2021","Human Resources","SEO/HEO","East of England","100","90","37590","35820"
"In post","2021","Human Resources","SEO/HEO","London","1070","1040","38890","37900"
"In post","2021","Human Resources","SEO/HEO","North East (England)","80","70","35300","33840"
"In post","2021","Human Resources","SEO/HEO","North West (England)","400","380","35250","33300"
"In post","2021","Human Resources","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Scotland","190","180","36400","34150"
"In post","2021","Human Resources","SEO/HEO","South East (England)","220","210","37170","35900"
"In post","2021","Human Resources","SEO/HEO","South West (England)","380","350","35180","33300"
"In post","2021","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Wales","370","350","35690","35000"
"In post","2021","Human Resources","SEO/HEO","West Midlands (England)","180","170","36670","36260"
"In post","2021","Human Resources","SEO/HEO","Yorkshire and The Humber","180","170","35660","34610"
"In post","2021","Human Resources","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","East of England","50","50","76000","75500"
"In post","2021","Inspector of Education and Training","G6/G7","London","130","120","75690","75500"
"In post","2021","Inspector of Education and Training","G6/G7","North West (England)","60","60","75190","75500"
"In post","2021","Inspector of Education and Training","G6/G7","South West (England)","40","40","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Wales","60","60","74480","74730"
"In post","2021","Inspector of Education and Training","G6/G7","West Midlands (England)","60","60","75620","75500"
"In post","2021","Inspector of Education and Training","G6/G7","Yorkshire and The Humber","70","70","74820","75500"
"In post","2021","Inspector of Education and Training","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS","London","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","East of England","40","40","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","London","100","100","50850","51360"
"In post","2021","Inspector of Education and Training","SEO/HEO","North West (England)","50","50","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","South West (England)","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","London","60","60","25170","25630"
"In post","2021","Intelligence Analysis","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","EO","East Midlands (England)","100","100","27980","26850"
"In post","2021","Intelligence Analysis","EO","East of England","170","170","27160","26670"
"In post","2021","Intelligence Analysis","EO","London","450","420","29940","29250"
"In post","2021","Intelligence Analysis","EO","North East (England)","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","EO","North West (England)","240","230","26260","25360"
"In post","2021","Intelligence Analysis","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","EO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","EO","South East (England)","280","260","26820","27160"
"In post","2021","Intelligence Analysis","EO","South West (England)","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","EO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","EO","West Midlands (England)","60","50","27850","27380"
"In post","2021","Intelligence Analysis","EO","Yorkshire and The Humber","140","130","26920","25960"
"In post","2021","Intelligence Analysis","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","G6/G7","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","G6/G7","London","290","280","60090","59160"
"In post","2021","Intelligence Analysis","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
