"Status","Year","Parent_department","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for International Trade","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","London","910","900","44080","38540"
"In post","2021","Department for International Trade","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","Overseas","60","60","55960","53750"
"In post","2021","Department for International Trade","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Declared disabled","East Midlands (England)","100","90","31010","26780"
"In post","2021","Department for Transport","Declared disabled","East of England","40","30","[c]","[c]"
"In post","2021","Department for Transport","Declared disabled","London","220","220","43520","36650"
"In post","2021","Department for Transport","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Declared disabled","North West (England)","40","40","[c]","[c]"
"In post","2021","Department for Transport","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Declared disabled","South East (England)","120","110","32250","27680"
"In post","2021","Department for Transport","Declared disabled","South West (England)","60","50","31590","27470"
"In post","2021","Department for Transport","Declared disabled","Wales","700","580","24280","21590"
"In post","2021","Department for Transport","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Declared disabled","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Department for Transport","Declared non-disabled","East Midlands (England)","400","380","34760","29730"
"In post","2021","Department for Transport","Declared non-disabled","East of England","270","250","30760","27680"
"In post","2021","Department for Transport","Declared non-disabled","London","2280","2220","48470","43800"
"In post","2021","Department for Transport","Declared non-disabled","North East (England)","270","240","27970","26780"
"In post","2021","Department for Transport","Declared non-disabled","North West (England)","310","290","29520","26780"
"In post","2021","Department for Transport","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Declared non-disabled","Scotland","340","320","32330","27680"
"In post","2021","Department for Transport","Declared non-disabled","South East (England)","980","930","37650","31840"
"In post","2021","Department for Transport","Declared non-disabled","South West (England)","560","530","33640","29730"
"In post","2021","Department for Transport","Declared non-disabled","Wales","4870","4340","26950","21590"
"In post","2021","Department for Transport","Declared non-disabled","West Midlands (England)","320","300","29700","26780"
"In post","2021","Department for Transport","Declared non-disabled","Yorkshire and The Humber","390","360","30790","26780"
"In post","2021","Department for Transport","Undeclared","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","East of England","30","30","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","London","680","660","42750","36180"
"In post","2021","Department for Transport","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","South East (England)","100","100","39020","32180"
"In post","2021","Department for Transport","Undeclared","South West (England)","40","30","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","Wales","520","470","27650","21590"
"In post","2021","Department for Transport","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","East Midlands (England)","110","110","31760","26700"
"In post","2021","Department for Transport","Unknown","East of England","70","60","27590","26700"
"In post","2021","Department for Transport","Unknown","London","260","250","42830","37660"
"In post","2021","Department for Transport","Unknown","North East (England)","40","40","[c]","[c]"
"In post","2021","Department for Transport","Unknown","North West (England)","70","70","27530","26580"
"In post","2021","Department for Transport","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","Scotland","70","70","29590","26700"
"In post","2021","Department for Transport","Unknown","South East (England)","280","270","31860","26780"
"In post","2021","Department for Transport","Unknown","South West (England)","110","110","29990","26700"
"In post","2021","Department for Transport","Unknown","Wales","820","740","24950","21590"
"In post","2021","Department for Transport","Unknown","West Midlands (England)","80","80","26900","26470"
"In post","2021","Department for Transport","Unknown","Yorkshire and The Humber","110","100","27880","26580"
"In post","2021","Department for Work and Pensions","Declared disabled","East Midlands (England)","910","790","26380","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","East of England","870","770","28150","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","London","1560","1440","33390","31060"
"In post","2021","Department for Work and Pensions","Declared disabled","North East (England)","1540","1330","25910","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","North West (England)","3070","2700","26470","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Declared disabled","Scotland","1400","1220","25490","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","South East (England)","1190","1040","27470","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","South West (England)","1040","890","25930","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","Unknown","140","130","30200","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","Wales","970","850","25980","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","West Midlands (England)","1330","1160","26200","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","Yorkshire and The Humber","1540","1330","28190","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","East Midlands (England)","3580","3170","27530","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","East of England","3530","3160","28590","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","London","7640","7150","33730","31060"
"In post","2021","Department for Work and Pensions","Declared non-disabled","North East (England)","7320","6480","27410","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","North West (England)","14000","12620","27800","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Declared non-disabled","Scotland","7050","6240","26180","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","South East (England)","5000","4530","27640","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","South West (England)","4310","3760","26580","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","Unknown","680","630","30160","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","Wales","4350","3890","26050","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","West Midlands (England)","5770","5050","26210","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","Yorkshire and The Humber","7310","6520","30170","27570"
