"Status","Year","Organisation","Responsibility_level","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Crown Commercial Service","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","AA/AO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","AA/AO","20-29","150","150","21050","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","AA/AO","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","AA/AO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","AA/AO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","AA/AO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","EO","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","EO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","EO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","AA/AO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","AA/AO","20-29","220","220","21490","21250"
"New entrant CS","2022","Crown Prosecution Service","AA/AO","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","AA/AO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","AA/AO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","AA/AO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","AA/AO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","EO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","EO","20-29","80","80","26180","25480"
"New entrant CS","2022","Crown Prosecution Service","EO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","G6/G7","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","G6/G7","30-39","50","50","51240","48080"
"New entrant CS","2022","Crown Prosecution Service","G6/G7","40-49","60","50","52630","53050"
"New entrant CS","2022","Crown Prosecution Service","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","SEO/HEO","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","SEO/HEO","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","EO","16-19","60","60","17960","17140"
"New entrant CS","2022","Defence Equipment and Support","EO","20-29","260","260","22290","22000"
"New entrant CS","2022","Defence Equipment and Support","EO","30-39","50","50","21530","20850"
"New entrant CS","2022","Defence Equipment and Support","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","EO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","G6/G7","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","G6/G7","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","G6/G7","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","SCS","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","SEO/HEO","20-29","90","90","31910","31480"
"New entrant CS","2022","Defence Equipment and Support","SEO/HEO","30-39","150","150","36410","35130"
"New entrant CS","2022","Defence Equipment and Support","SEO/HEO","40-49","120","110","36390","36250"
"New entrant CS","2022","Defence Equipment and Support","SEO/HEO","50-59","110","110","36920","38000"
"New entrant CS","2022","Defence Equipment and Support","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","AA/AO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","AA/AO","20-29","80","80","18310","17790"
"New entrant CS","2022","Defence Science and Technology Laboratory","AA/AO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","AA/AO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","AA/AO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","EO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","EO","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","EO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","EO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","G6/G7","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","G6/G7","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","G6/G7","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","SCS","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","SEO/HEO","20-29","240","240","27870","27010"
"New entrant CS","2022","Defence Science and Technology Laboratory","SEO/HEO","30-39","70","70","32880","32630"
"New entrant CS","2022","Defence Science and Technology Laboratory","SEO/HEO","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","20-29","100","100","27500","27680"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","20-29","260","260","35350","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","30-39","100","100","37340","36740"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","40-49","50","50","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","20-29","90","80","26050","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","20-29","160","160","34620","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","30-39","50","50","34210","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","AA/AO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","AA/AO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","AA/AO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","AA/AO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","AA/AO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","EO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","EO","20-29","190","190","25770","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","EO","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","EO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","G6/G7","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","G6/G7","30-39","60","50","52500","49860"
"New entrant CS","2022","Department for Education (excl. agencies)","G6/G7","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","SCS","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","SEO/HEO","20-29","150","150","33520","32940"
"New entrant CS","2022","Department for Education (excl. agencies)","SEO/HEO","30-39","140","140","34810","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","SEO/HEO","40-49","60","60","34250","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","20-29","150","150","25600","25170"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","20-29","80","80","52110","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","30-39","150","140","51820","49440"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","40-49","130","120","53210","51950"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","50-59","60","60","51840","48000"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","20-29","550","550","33220","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","30-39","260","250","34320","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","40-49","150","140","34440","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","50-59","100","90","34080","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","20-29","130","130","26050","26250"
"New entrant CS","2022","Department for International Trade","EO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","20-29","140","140","33130","31800"
"New entrant CS","2022","Department for International Trade","SEO/HEO","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","20-29","100","90","26960","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","20-29","180","180","33700","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","30-39","90","80","35340","34550"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","AA/AO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","AA/AO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","AA/AO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","EO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","EO","20-29","70","70","27310","26820"
"New entrant CS","2022","Department for Transport (excl. agencies)","EO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","EO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","20-29","60","60","54230","54110"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","30-39","100","100","56940","54110"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","40-49","50","40","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SCS","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SCS","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SCS","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","20-29","210","210","35970","34710"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","30-39","90","90","38370","38650"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","40-49","40","30","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","16-19","120","120","21650","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","20-29","1970","1940","21640","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","30-39","900","880","21560","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","40-49","680","670","21600","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","50-59","730","720","21570","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","60-64","200","190","21590","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","65+","50","50","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","EO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","EO","20-29","1750","1730","28300","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","EO","30-39","1390","1340","28200","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","EO","40-49","900","860","28180","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","EO","50-59","690","660","28160","27570"
