"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Inner London - East","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Inner London - West","40","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Kent","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Outer London - South","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","South Yorkshire","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","West Midlands","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","West Wales and The Valleys","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","West Yorkshire","50","30","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","East Anglia","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Inner London - West","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Northumberland, and Tyne and Wear","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Surrey, East and West Sussex","40","30","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","West Yorkshire","40","30","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Inner London - East","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Inner London - West","50","40","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Inner London - West","80","70","60360","57670"
"Leaver CS","2022","LGBO","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Inner London - East","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Inner London - West","120","110","36890","35590"
"Leaver CS","2022","LGBO","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
