"Status","Year","Responsibility_level","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Declared non-disabled","Department for Business, Energy and Industrial Strategy","2730","2640","57670","56630"
"In post","2021","G6/G7","Declared non-disabled","Department for Digital, Culture, Media and Sport","610","600","58840","57580"
"In post","2021","G6/G7","Declared non-disabled","Department for Education","2230","2150","56590","54160"
"In post","2021","G6/G7","Declared non-disabled","Department for Environment, Food and Rural Affairs","1660","1610","54580","53270"
"In post","2021","G6/G7","Declared non-disabled","Department for International Trade","580","570","55500","52400"
"In post","2021","G6/G7","Declared non-disabled","Department for Transport","1400","1360","60530","56320"
"In post","2021","G6/G7","Declared non-disabled","Department for Work and Pensions","2660","2550","57300","54590"
"In post","2021","G6/G7","Declared non-disabled","Department of Health and Social Care","1670","1580","58230","54470"
"In post","2021","G6/G7","Declared non-disabled","ESTYN","60","50","73750","74730"
"In post","2021","G6/G7","Declared non-disabled","Food Standards Agency","140","130","55640","55300"
"In post","2021","G6/G7","Declared non-disabled","Foreign, Commonwealth and Development Office","2150","2100","60060","58470"
"In post","2021","G6/G7","Declared non-disabled","HM Land Registry","190","170","63370","61260"
"In post","2021","G6/G7","Declared non-disabled","HM Revenue and Customs","5210","5010","57190","52920"
"In post","2021","G6/G7","Declared non-disabled","HM Treasury","780","760","58290","56050"
"In post","2021","G6/G7","Declared non-disabled","Home Office","2710","2640","60920","57680"
"In post","2021","G6/G7","Declared non-disabled","Ministry of Defence","4350","4200","57620","55830"
"In post","2021","G6/G7","Declared non-disabled","Ministry of Housing, Communities and Local Government","1070","1020","57350","54940"
"In post","2021","G6/G7","Declared non-disabled","Ministry of Justice","2240","2180","62030","59900"
"In post","2021","G6/G7","Declared non-disabled","National Crime Agency","170","170","65140","64410"
"In post","2021","G6/G7","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Declared non-disabled","Office for Standards in Education","530","520","73380","75500"
"In post","2021","G6/G7","Declared non-disabled","Office of Gas and Electricity Markets","380","370","60170","59160"
"In post","2021","G6/G7","Declared non-disabled","Office of Qualifications and Examinations Regulation","50","50","[c]","[c]"
"In post","2021","G6/G7","Declared non-disabled","Office of Rail and Road","160","150","62480","61880"
"In post","2021","G6/G7","Declared non-disabled","Other Cabinet Office Agencies","130","130","55640","54700"
"In post","2021","G6/G7","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Declared non-disabled","Scottish Government","1900","1820","62990","61010"
"In post","2021","G6/G7","Declared non-disabled","The National Archives","60","60","52710","50290"
"In post","2021","G6/G7","Declared non-disabled","UK Export Finance","120","120","67860","66690"
"In post","2021","G6/G7","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Declared non-disabled","United Kingdom Statistics Authority","580","560","53030","50090"
"In post","2021","G6/G7","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Declared non-disabled","Water Services Regulation Authority","50","40","[c]","[c]"
"In post","2021","G6/G7","Declared non-disabled","Welsh Government","910","880","61620","60830"
"In post","2021","G6/G7","Undeclared","Attorney General's Departments","80","70","61710","64680"
"In post","2021","G6/G7","Undeclared","Cabinet Office","90","90","58780","56920"
"In post","2021","G6/G7","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Department for Business, Energy and Industrial Strategy","150","150","58620","55750"
"In post","2021","G6/G7","Undeclared","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Department for Education","130","120","57270","54400"
"In post","2021","G6/G7","Undeclared","Department for Environment, Food and Rural Affairs","110","110","54050","52290"
"In post","2021","G6/G7","Undeclared","Department for International Trade","30","30","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Department for Transport","240","230","59210","54760"
"In post","2021","G6/G7","Undeclared","Department for Work and Pensions","140","140","59470","56240"
"In post","2021","G6/G7","Undeclared","Department of Health and Social Care","170","160","58030","54940"
"In post","2021","G6/G7","Undeclared","Food Standards Agency","70","70","57890","56130"
"In post","2021","G6/G7","Undeclared","Foreign, Commonwealth and Development Office","130","120","61270","60720"
"In post","2021","G6/G7","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","HM Revenue and Customs","470","450","58420","56740"
"In post","2021","G6/G7","Undeclared","HM Treasury","140","140","58430","56540"
"In post","2021","G6/G7","Undeclared","Home Office","170","170","61180","57740"
"In post","2021","G6/G7","Undeclared","Ministry of Defence","530","510","55320","54540"
"In post","2021","G6/G7","Undeclared","Ministry of Housing, Communities and Local Government","70","70","57390","54730"
"In post","2021","G6/G7","Undeclared","Ministry of Justice","240","230","63760","60960"
"In post","2021","G6/G7","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Scottish Government","60","60","61880","61010"
"In post","2021","G6/G7","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Welsh Government","40","40","[c]","[c]"
"In post","2021","G6/G7","Unknown","Attorney General's Departments","850","790","57720","55610"
"In post","2021","G6/G7","Unknown","Cabinet Office","990","970","61270","55910"
"In post","2021","G6/G7","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","G6/G7","Unknown","Department for Business, Energy and Industrial Strategy","490","470","57950","55520"
"In post","2021","G6/G7","Unknown","Department for Digital, Culture, Media and Sport","120","110","58390","55550"
"In post","2021","G6/G7","Unknown","Department for Education","330","320","55480","53420"
"In post","2021","G6/G7","Unknown","Department for Environment, Food and Rural Affairs","360","340","54690","53310"
"In post","2021","G6/G7","Unknown","Department for International Trade","380","380","55010","51970"
"In post","2021","G6/G7","Unknown","Department for Transport","150","140","60950","56490"
"In post","2021","G6/G7","Unknown","Department for Work and Pensions","140","140","59220","57230"
"In post","2021","G6/G7","Unknown","Department of Health and Social Care","1690","1640","58040","53830"
"In post","2021","G6/G7","Unknown","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Foreign, Commonwealth and Development Office","750","730","57910","56110"
"In post","2021","G6/G7","Unknown","HM Land Registry","90","90","60280","59760"
"In post","2021","G6/G7","Unknown","HM Revenue and Customs","1390","1350","57320","54990"
"In post","2021","G6/G7","Unknown","HM Treasury","110","100","65790","61540"
"In post","2021","G6/G7","Unknown","Home Office","230","230","59540","57430"
"In post","2021","G6/G7","Unknown","Ministry of Defence","940","880","59480","56350"
"In post","2021","G6/G7","Unknown","Ministry of Housing, Communities and Local Government","160","150","56810","55050"
"In post","2021","G6/G7","Unknown","Ministry of Justice","300","290","59600","58130"
"In post","2021","G6/G7","Unknown","National Crime Agency","180","180","64220","60990"
"In post","2021","G6/G7","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","G6/G7","Unknown","Office of Qualifications and Examinations Regulation","30","30","[c]","[c]"
"In post","2021","G6/G7","Unknown","Other Cabinet Office Agencies","130","130","52530","52500"
"In post","2021","G6/G7","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Scottish Government","1080","1040","62130","61010"
"In post","2021","G6/G7","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","United Kingdom Statistics Authority","270","270","52370","49120"
"In post","2021","G6/G7","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Welsh Government","60","60","62560","60830"
"In post","2021","SCS","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Cabinet Office","50","40","[c]","[c]"
"In post","2021","SCS","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","SCS","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","SCS","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
