"Status","Year","Profession_of_post","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","65+","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","60-64","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Attorney General's Departments","50","50","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Attorney General's Departments","90","90","42760","40270"
"In post","2021","Counter Fraud","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Home Office","40","30","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","Counter Fraud","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","Department for Business, Energy and Industrial Strategy","80","80","38780","39170"
"In post","2021","Counter Fraud","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","Home Office","60","50","27980","25310"
"In post","2021","Counter Fraud","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","50-59","Attorney General's Departments","80","80","52980","48060"
"In post","2021","Counter Fraud","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","50-59","Department for Business, Energy and Industrial Strategy","90","90","41230","39490"
"In post","2021","Counter Fraud","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","50-59","Home Office","60","50","25970","25310"
"In post","2021","Counter Fraud","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","60-64","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Counter Fraud","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","60-64","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","65+","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","65+","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","16-19","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","16-19","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","16-19","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","16-19","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","16-19","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","16-19","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","20-29","Department for Business, Energy and Industrial Strategy","140","140","30190","29910"
"In post","2021","Digital, Data and Technology","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","20-29","Department for Education","190","190","34790","32940"
"In post","2021","Digital, Data and Technology","20-29","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"In post","2021","Digital, Data and Technology","20-29","Department for International Trade","40","40","[c]","[c]"
