"Status","Year","Organisation","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Defence Equipment and Support","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Declared non-disabled","130","130","26480","22100"
"In post","2021","Defence Equipment and Support","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Unknown","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Declared non-disabled","100","100","28700","23880"
"In post","2021","Defence Equipment and Support","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Declared disabled","40","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Declared non-disabled","370","360","29810","26590"
"In post","2021","Defence Equipment and Support","Scotland","Undeclared","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Unknown","70","70","24870","22270"
"In post","2021","Defence Equipment and Support","South East (England)","Declared disabled","50","50","[c]","[c]"
"In post","2021","Defence Equipment and Support","South East (England)","Declared non-disabled","310","300","30560","28090"
"In post","2021","Defence Equipment and Support","South East (England)","Undeclared","50","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","South East (England)","Unknown","60","50","25000","21280"
"In post","2021","Defence Equipment and Support","South West (England)","Declared disabled","890","850","36600","33890"
"In post","2021","Defence Equipment and Support","South West (England)","Declared non-disabled","6380","6160","37900","35120"
"In post","2021","Defence Equipment and Support","South West (England)","Undeclared","530","510","40400","39810"
"In post","2021","Defence Equipment and Support","South West (England)","Unknown","860","830","36730","34000"
"In post","2021","Defence Equipment and Support","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","West Midlands (England)","Declared non-disabled","150","150","26240","22990"
"In post","2021","Defence Equipment and Support","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","South East (England)","Declared disabled","180","170","38850","37320"
"In post","2021","Defence Science and Technology Laboratory","South East (England)","Declared non-disabled","1080","1020","41210","39910"
"In post","2021","Defence Science and Technology Laboratory","South East (England)","Undeclared","190","180","42990","46080"
"In post","2021","Defence Science and Technology Laboratory","South East (England)","Unknown","260","250","41790","43160"
"In post","2021","Defence Science and Technology Laboratory","South West (England)","Declared disabled","290","280","37440","37320"
"In post","2021","Defence Science and Technology Laboratory","South West (England)","Declared non-disabled","1680","1630","40170","37320"
"In post","2021","Defence Science and Technology Laboratory","South West (England)","Undeclared","220","220","41840","41110"
"In post","2021","Defence Science and Technology Laboratory","South West (England)","Unknown","470","460","39290","37320"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Declared disabled","440","430","47670","41750"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Declared non-disabled","3380","3300","50600","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","260","250","51020","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","820","810","45140","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Declared non-disabled","80","70","51210","49370"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Declared non-disabled","50","50","35180","28720"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
