"Status","Year","Parent_department","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","National Crime Agency","Male","SEO/HEO","60","50","45520","44830"
"Leaver CS","2021","Northern Ireland Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","AA/AO","190","160","22260","22220"
"Leaver CS","2021","Scottish Government","Female","EO","80","70","28970","29120"
"Leaver CS","2021","Scottish Government","Female","G6/G7","60","50","65200","64060"
"Leaver CS","2021","Scottish Government","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","SEO/HEO","110","90","39040","37940"
"Leaver CS","2021","Scottish Government","Male","AA/AO","160","150","22680","21870"
"Leaver CS","2021","Scottish Government","Male","EO","150","130","31180","33650"
"Leaver CS","2021","Scottish Government","Male","G6/G7","60","50","63790","61010"
"Leaver CS","2021","Scottish Government","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","SEO/HEO","140","130","40150","39500"
"Leaver CS","2021","The National Archives","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","AA/AO","70","50","19330","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","AA/AO","90","70","19520","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Female","AA/AO","110","100","22220","22200"
"Leaver CS","2022","Attorney General's Departments","Female","EO","60","60","27860","27350"
"Leaver CS","2022","Attorney General's Departments","Female","G6/G7","170","150","58190","55610"
"Leaver CS","2022","Attorney General's Departments","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Female","SEO/HEO","60","50","36910","38000"
"Leaver CS","2022","Attorney General's Departments","Male","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Male","EO","30","30","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Male","G6/G7","130","120","58650","55610"
"Leaver CS","2022","Attorney General's Departments","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Male","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Female","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Female","EO","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Female","G6/G7","130","130","61340","59250"
"Leaver CS","2022","Cabinet Office","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Female","SEO/HEO","140","130","35240","34640"
"Leaver CS","2022","Cabinet Office","Male","AA/AO","50","50","20380","19600"
"Leaver CS","2022","Cabinet Office","Male","EO","50","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Male","G6/G7","180","170","63680","60640"
"Leaver CS","2022","Cabinet Office","Male","SCS","50","50","100410","94460"
"Leaver CS","2022","Cabinet Office","Male","SEO/HEO","120","110","35480","34550"
"Leaver CS","2022","Chancellor's other departments","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","AA/AO","70","60","21610","21130"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","EO","70","60","26440","26630"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","G6/G7","70","70","56520","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","SEO/HEO","140","120","36270","36240"
