"Status","Year","Parent_department","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","White","30","30","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","White","30","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","100","90","20680","20910"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","White","200","190","20470","20660"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","Unknown","90","90","25960","24570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","White","210","210","26070","24570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","White","120","110","53500","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Asian","70","60","36480","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Black","40","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","100","100","36750","35390"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","White","370","360","36170","33860"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","White","60","60","26140","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","White","40","40","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","White","170","160","34240","34020"
"New entrant CS","2022","Department for Education","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","EO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","EO","Unknown","70","70","26120","25000"
"New entrant CS","2022","Department for Education","EO","White","180","170","25350","25000"
"New entrant CS","2022","Department for Education","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","White","120","120","53920","49960"
"New entrant CS","2022","Department for Education","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","Asian","50","50","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","Unknown","100","90","34340","36500"
"New entrant CS","2022","Department for Education","SEO/HEO","White","340","330","33980","36500"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","370","350","21310","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","White","360","350","21720","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","Unknown","100","90","25540","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","White","300","290","25420","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","80","80","53180","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","White","300","290","52070","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Asian","70","70","34050","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Black","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","260","250","34070","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","White","770","760","33580","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","Unknown","80","80","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","White","40","40","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","White","40","30","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","White","120","120","34190","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","White","70","70","26680","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","White","90","90","50510","49200"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","60","60","35190","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","White","200","200","34240","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","Asian","60","50","22190","21840"
"New entrant CS","2022","Department for Transport","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","Unknown","340","320","21050","21840"
"New entrant CS","2022","Department for Transport","AA/AO","White","440","420","21310","21840"
"New entrant CS","2022","Department for Transport","EO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","EO","Unknown","260","260","26560","26130"
"New entrant CS","2022","Department for Transport","EO","White","220","210","26730","26130"
"New entrant CS","2022","Department for Transport","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","G6/G7","Unknown","70","70","57830","54110"
"New entrant CS","2022","Department for Transport","G6/G7","White","130","130","55570","54110"
"New entrant CS","2022","Department for Transport","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","Unknown","150","150","36700","34710"
"New entrant CS","2022","Department for Transport","SEO/HEO","White","270","270","36480","34730"
"New entrant CS","2022","Department for Transport","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","Asian","460","450","21940","21260"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","Black","200","190","22650","21260"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","Mixed","120","120","21830","21260"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","Undeclared","90","90","21640","21260"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","Unknown","710","700","21570","21260"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","White","3090","3030","21470","21260"
"New entrant CS","2022","Department for Work and Pensions","EO","Asian","840","820","28670","27570"
"New entrant CS","2022","Department for Work and Pensions","EO","Black","430","430","29430","31060"
"New entrant CS","2022","Department for Work and Pensions","EO","Mixed","160","160","28330","27570"
"New entrant CS","2022","Department for Work and Pensions","EO","Other ethnicity","40","40","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","EO","Undeclared","100","90","28600","27570"
