"Status","Year","Parent_department","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Attorney General's Departments","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Crown Prosecution Service","North West (England)","80","80","29490","25480"
"New entrant CS","2022","Attorney General's Departments","Crown Prosecution Service","South East (England)","80","80","30650","24590"
"New entrant CS","2022","Attorney General's Departments","Crown Prosecution Service","South West (England)","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Crown Prosecution Service","Wales","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Crown Prosecution Service","West Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Crown Prosecution Service","Yorkshire and The Humber","70","60","27330","23720"
"New entrant CS","2022","Attorney General's Departments","Government Legal Department","London","310","290","40110","43920"
"New entrant CS","2022","Attorney General's Departments","Government Legal Department","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","HM Crown Prosecution Service Inspectorate","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Serious Fraud Office","London","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","London","950","940","37840","28000"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","North East (England)","80","80","25720","21050"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","North West (England)","100","100","43610","37300"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","Scotland","140","130","38440","32000"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","South East (England)","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","South West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","Unknown","180","180","36760","28000"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","West Midlands (England)","60","60","55620","44970"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","Yorkshire and The Humber","140","140","37600","32000"
"New entrant CS","2022","Cabinet Office","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Crown Commercial Service","North West (England)","60","60","30560","30420"
"New entrant CS","2022","Cabinet Office","Crown Commercial Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Crown Commercial Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Government Property Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Government Property Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Government Property Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Government Property Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Government Property Agency","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Government Property Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Government Actuary's Department","London","40","40","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Government Actuary's Department","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","National Savings and Investments","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","National Savings and Investments","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","National Savings and Investments","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Charity Commission","North West (England)","70","70","26450","24440"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","London","130","130","45020","35850"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Companies House","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Companies House","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Companies House","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Companies House","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Companies House","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Companies House","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Companies House","Wales","140","140","27410","20100"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Companies House","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Companies House","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","500","500","37740","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","110","110","34670","30360"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Wales","220","210","28880","24030"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Met Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Met Office","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Met Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Met Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Met Office","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Met Office","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Met Office","South West (England)","200","200","28190","24370"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Met Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","320","320","35230","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","North West (England)","40","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","East Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","London","160","160","37020","32940"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","North East (England)","110","110","32800","29360"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","North West (England)","170","170","33310","29360"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","South West (England)","60","50","38900","36500"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","West Midlands (England)","90","90","33530","29360"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","Yorkshire and The Humber","160","150","32480","29360"
"New entrant CS","2022","Department for Education","Education and Skills Funding Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Education and Skills Funding Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Education and Skills Funding Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Education and Skills Funding Agency","North West (England)","30","30","[c]","[c]"
"New entrant CS","2022","Department for Education","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Education and Skills Funding Agency","West Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2022","Department for Education","Education and Skills Funding Agency","Yorkshire and The Humber","40","30","[c]","[c]"
"New entrant CS","2022","Department for Education","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Institute for Apprenticeships and Technical Education","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Institute for Apprenticeships and Technical Education","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Institute for Apprenticeships and Technical Education","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Institute for Apprenticeships and Technical Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Standards and Testing Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Standards and Testing Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Standards and Testing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Standards and Testing Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Teaching Regulation Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Teaching Regulation Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","North West (England)","60","60","23940","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","South East (England)","140","140","27770","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","South West (England)","60","60","26090","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Wales","50","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Yorkshire and The Humber","60","60","24530","23960"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","East of England","70","60","26820","25460"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","London","780","770","38570","32800"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","90","90","35840","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","140","140","36350","30850"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","70","70","44320","39950"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","320","310","36650","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","100","100","38610","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","180","170","36790","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","North East (England)","140","140","21990","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","North West (England)","170","160","21630","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","South West (England)","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","West Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Yorkshire and The Humber","80","70","21880","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","London","390","390","36030","31800"
"New entrant CS","2022","Department for International Trade","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","London","350","350","36620","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","130","130","33120","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","South West (England)","60","50","29780","32780"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Department for Transport (excl. agencies)","London","510","500","43820","42470"
"New entrant CS","2022","Department for Transport","Department for Transport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Department for Transport (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Department for Transport (excl. agencies)","South East (England)","30","30","[c]","[c]"
"New entrant CS","2022","Department for Transport","Department for Transport (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Department for Transport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Department for Transport (excl. agencies)","West Midlands (England)","80","80","36310","38650"
"New entrant CS","2022","Department for Transport","Department for Transport (excl. agencies)","Yorkshire and The Humber","90","90","38150","38650"
"New entrant CS","2022","Department for Transport","Driver and Vehicle Licensing Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Driver and Vehicle Licensing Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Driver and Vehicle Licensing Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Driver and Vehicle Licensing Agency","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Driver and Vehicle Licensing Agency","Wales","530","500","21810","21840"
"New entrant CS","2022","Department for Transport","Driver and Vehicle Licensing Agency","West Midlands (England)","90","80","22350","21840"
"New entrant CS","2022","Department for Transport","Driver and Vehicle Standards Agency","East Midlands (England)","80","80","29430","26130"
"New entrant CS","2022","Department for Transport","Driver and Vehicle Standards Agency","East of England","40","40","[c]","[c]"
