"Status","Year","Function_of_post","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Central Bedfordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","20-29","40","40","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","30-39","50","40","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","40-49","50","40","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","50-59","60","60","43160","41030"
"In post","2021","Commercial","Central Hampshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Valleys","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","40-49","40","40","[c]","[c]"
"In post","2021","Commercial","Croydon","50-59","40","40","[c]","[c]"
"In post","2021","Commercial","Croydon","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derby","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","30-39","60","60","40700","39650"
"In post","2021","Commercial","Devon CC","40-49","60","60","45820","47960"
"In post","2021","Commercial","Devon CC","50-59","50","50","[c]","[c]"
"In post","2021","Commercial","Devon CC","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Cumbria","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Cumbria","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Fermanagh and Omagh","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","40-49","30","30","[c]","[c]"
"In post","2021","Commercial","Glasgow City","50-59","70","70","39520","37610"
"In post","2021","Commercial","Glasgow City","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","40-49","40","40","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","50-59","60","50","46090","45630"
"In post","2021","Commercial","Greater Manchester South West","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gwynedd","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","20-29","40","40","[c]","[c]"
"In post","2021","Commercial","Leeds","30-39","70","70","42640","40080"
"In post","2021","Commercial","Leeds","40-49","80","80","51400","51140"
"In post","2021","Commercial","Leeds","50-59","60","60","52100","48490"
"In post","2021","Commercial","Leeds","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lewisham and Southwark","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lewisham and Southwark","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lewisham and Southwark","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lewisham and Southwark","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","20-29","30","30","[c]","[c]"
"In post","2021","Commercial","Liverpool","30-39","80","70","35850","34800"
"In post","2021","Commercial","Liverpool","40-49","70","70","48130","41560"
"In post","2021","Commercial","Liverpool","50-59","80","80","46560","41130"
"In post","2021","Commercial","Liverpool","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Luton","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","30-39","40","40","[c]","[c]"
"In post","2021","Commercial","Manchester","40-49","40","40","[c]","[c]"
"In post","2021","Commercial","Manchester","50-59","40","40","[c]","[c]"
"In post","2021","Commercial","Manchester","60-64","[c]","[c]","[c]","[c]"
