"Status","Year","Parent_department","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","No function","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","No function","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","No function","G6/G7","80","80","56230","54280"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","No function","SEO/HEO","220","210","35460","34420"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","No function","G6/G7","70","70","54760","52700"
"Leaver Dept.","2021","Department for International Trade","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","No function","SEO/HEO","100","100","34950","34290"
"Leaver Dept.","2021","Department for International Trade","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","No function","AA/AO","80","70","21220","21170"
"Leaver Dept.","2021","Department for Transport","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","G6/G7","50","50","57200","54760"
"Leaver Dept.","2021","Department for Transport","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","SEO/HEO","110","110","38100","35430"
"Leaver Dept.","2021","Department for Work and Pensions","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","AA/AO","340","320","21180","21010"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","EO","640","620","28080","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","G6/G7","90","90","57920","55830"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","SEO/HEO","270","270","34800","34290"
"Leaver Dept.","2021","Department of Health and Social Care","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","G6/G7","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","SEO/HEO","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","G6/G7","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","130","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
