"Status","Year","Region_ITL1","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North East (England)","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Work and Pensions (excl. agencies)","AA/AO","960","950","21010","21010"
"New entrant CS","2021","North East (England)","Department for Work and Pensions (excl. agencies)","EO","350","350","27530","27570"
"New entrant CS","2021","North East (England)","Department for Work and Pensions (excl. agencies)","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","North East (England)","Department for Work and Pensions (excl. agencies)","SEO/HEO","60","60","34750","33510"
"New entrant CS","2021","North East (England)","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","HM Land Registry","AA/AO","60","60","22350","22350"
"New entrant CS","2021","North East (England)","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","HM Prison and Probation Service","AA/AO","170","170","22010","22850"
"New entrant CS","2021","North East (England)","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","HM Prison and Probation Service","Unknown","80","70","22510","22920"
"New entrant CS","2021","North East (England)","HM Revenue and Customs (excl. agencies)","AA/AO","540","520","20140","20140"
"New entrant CS","2021","North East (England)","HM Revenue and Customs (excl. agencies)","EO","370","360","25550","25560"
"New entrant CS","2021","North East (England)","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","HM Revenue and Customs (excl. agencies)","SEO/HEO","90","90","32980","31810"
"New entrant CS","2021","North East (England)","Home Office (incl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Home Office (incl. agencies)","EO","30","30","[c]","[c]"
"New entrant CS","2021","North East (England)","Home Office (incl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Public Health England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Public Health England","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Valuation Office Agency","AA/AO","60","60","20880","20880"
"New entrant CS","2021","North East (England)","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cabinet Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cabinet Office (excl. agencies)","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","North West (England)","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Crown Commercial Service","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Crown Commercial Service","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Education (excl. agencies)","EO","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Education (excl. agencies)","SEO/HEO","70","70","33770","36500"
"New entrant CS","2021","North West (England)","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Work and Pensions (excl. agencies)","AA/AO","1220","1220","21020","21010"
"New entrant CS","2021","North West (England)","Department for Work and Pensions (excl. agencies)","EO","1120","1110","27570","27570"
"New entrant CS","2021","North West (England)","Department for Work and Pensions (excl. agencies)","G6/G7","60","60","57510","56000"
"New entrant CS","2021","North West (England)","Department for Work and Pensions (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Work and Pensions (excl. agencies)","SEO/HEO","80","80","34810","34290"
"New entrant CS","2021","North West (England)","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Health and Safety Executive","EO","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Courts and Tribunals Service","AA/AO","170","170","18650","18880"
"New entrant CS","2021","North West (England)","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Courts and Tribunals Service","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Land Registry","AA/AO","80","80","22350","22350"
"New entrant CS","2021","North West (England)","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Prison and Probation Service","AA/AO","360","350","22020","22850"
"New entrant CS","2021","North West (England)","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Prison and Probation Service","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Prison and Probation Service","Unknown","120","100","21410","22920"
"New entrant CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","AA/AO","540","530","20140","20140"
"New entrant CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","EO","200","200","25320","25560"
"New entrant CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","SEO/HEO","150","150","32620","31810"
"New entrant CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Home Office (incl. agencies)","AA/AO","130","120","20850","21430"
"New entrant CS","2021","North West (England)","Home Office (incl. agencies)","EO","110","110","25060","24880"
"New entrant CS","2021","North West (England)","Home Office (incl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Home Office (incl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Home Office (incl. agencies)","SEO/HEO","50","50","35290","33820"
"New entrant CS","2021","North West (England)","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Defence (excl. agencies)","AA/AO","100","100","22150","20920"
"New entrant CS","2021","North West (England)","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","National Crime Agency","EO","160","160","29960","30640"
"New entrant CS","2021","North West (England)","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","National Crime Agency","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Public Health England","AA/AO","90","80","19540","19630"
"New entrant CS","2021","North West (England)","Public Health England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Public Health England","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Public Health England","SEO/HEO","60","50","33860","33180"
"New entrant CS","2021","North West (England)","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Companies House","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","HM Revenue and Customs (excl. agencies)","AA/AO","180","170","20140","20140"
"New entrant CS","2021","Northern Ireland","HM Revenue and Customs (excl. agencies)","EO","30","30","[c]","[c]"
"New entrant CS","2021","Northern Ireland","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Home Office (incl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Home Office (incl. agencies)","EO","40","40","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Cabinet Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Crown Office and Procurator Fiscal Service","AA/AO","80","80","20790","20760"
"New entrant CS","2021","Scotland","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Crown Office and Procurator Fiscal Service","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2021","Scotland","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Work and Pensions (excl. agencies)","AA/AO","430","420","21020","21010"
"New entrant CS","2021","Scotland","Department for Work and Pensions (excl. agencies)","EO","570","560","27570","27570"
"New entrant CS","2021","Scotland","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Disclosure Scotland","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
