"Status","Year","Ethnicity","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Department for Work and Pensions","80","70","23050","21260"
"New entrant CS","2022","Asian","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Office of Gas and Electricity Markets","40","30","[c]","[c]"
"New entrant CS","2022","Asian","Other","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectors","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Department for Business, Energy and Industrial Strategy","60","60","37050","33570"
"New entrant CS","2022","Asian","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Department for Education","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Department for Environment, Food and Rural Affairs","70","70","36160","32560"
"New entrant CS","2022","Asian","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Department of Health and Social Care","60","50","31110","28590"
"New entrant CS","2022","Asian","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Tax","HM Revenue and Customs","370","360","27820","26590"
"New entrant CS","2022","Asian","Tax","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Cabinet Office","70","70","34660","32000"
"New entrant CS","2022","Asian","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Department for Work and Pensions","90","90","26150","27570"
"New entrant CS","2022","Asian","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","HM Revenue and Customs","130","130","29040","26590"
"New entrant CS","2022","Asian","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Scottish Government","80","80","29240","27230"
"New entrant CS","2022","Asian","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Veterinarian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Corporate Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Corporate Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Corporate Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Corporate Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Corporate Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Corporate Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Corporate Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
