"Status","Year","Region_ITL3","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Gloucestershire CC","HM Land Registry","Male","130","120","30870","27130"
"In post","2022","Gloucestershire CC","HM Prison and Probation Service","Female","110","100","29110","28200"
"In post","2022","Gloucestershire CC","HM Prison and Probation Service","Male","40","40","[c]","[c]"
"In post","2022","Gloucestershire CC","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Ministry of Defence (excl. agencies)","Female","160","150","28180","23280"
"In post","2022","Gloucestershire CC","Ministry of Defence (excl. agencies)","Male","190","180","32730","31470"
"In post","2022","Gloucestershire CC","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Department for Work and Pensions (excl. agencies)","Female","440","390","26980","27570"
"In post","2022","Greater Manchester North East","Department for Work and Pensions (excl. agencies)","Male","210","200","27100","27570"
"In post","2022","Greater Manchester North East","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Driver and Vehicle Standards Agency","Male","50","40","[c]","[c]"
"In post","2022","Greater Manchester North East","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","HM Prison and Probation Service","Female","270","260","28350","26330"
"In post","2022","Greater Manchester North East","HM Prison and Probation Service","Male","190","180","29800","27520"
"In post","2022","Greater Manchester North East","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Department for Work and Pensions (excl. agencies)","Female","1020","870","24440","21260"
"In post","2022","Greater Manchester North West","Department for Work and Pensions (excl. agencies)","Male","410","390","24840","26120"
"In post","2022","Greater Manchester North West","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","HM Courts and Tribunals Service","Female","70","60","24320","20970"
"In post","2022","Greater Manchester North West","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","HM Prison and Probation Service","Female","320","300","28360","25210"
"In post","2022","Greater Manchester North West","HM Prison and Probation Service","Male","230","220","29250","28010"
"In post","2022","Greater Manchester North West","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Department for Work and Pensions (excl. agencies)","Female","490","430","24460","21260"
"In post","2022","Greater Manchester South East","Department for Work and Pensions (excl. agencies)","Male","290","280","24290","21260"
"In post","2022","Greater Manchester South East","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","HM Courts and Tribunals Service","Female","50","40","24030","20970"
"In post","2022","Greater Manchester South East","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","HM Prison and Probation Service","Female","120","110","29470","28200"
"In post","2022","Greater Manchester South East","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Cabinet Office (excl. agencies)","Female","140","140","42530","37300"
"In post","2022","Greater Manchester South West","Cabinet Office (excl. agencies)","Male","100","100","45410","37300"
"In post","2022","Greater Manchester South West","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","120","110","38550","36740"
"In post","2022","Greater Manchester South West","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","130","130","43270","36740"
"In post","2022","Greater Manchester South West","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
