"Status","Year","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","670","650","38030","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","450","440","42390","32790"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Female","170","150","21940","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Male","170","160","25710","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Female","100","100","27340","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Male","170","170","29460","26580"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Female","50","50","34580","29360"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Male","50","50","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Female","50","50","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Male","50","50","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Male","30","30","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Female","40","40","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Male","60","60","25480","25140"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Female","160","150","42120","43920"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Male","90","90","41770","43920"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Female","110","100","30660","26370"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Male","90","80","33990","26370"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Female","1400","1360","21660","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Male","790","780","22520","19930"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Female","400","390","25870","22350"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Male","300","300","26580","22350"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Female","3200","3070","23460","22850"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Male","2560","2490","24540","22850"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","2590","2510","24430","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","2550","2520","25070","20140"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Female","210","210","32000","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Male","190","190","32980","28500"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Female","980","960","31300","27370"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Male","1180","1170","32100","25630"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","120","110","23420","20880"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","90","90","25810","20880"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Female","30","30","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Female","50","40","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Female","80","80","29170","26470"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Male","130","120","35850","33730"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","110","110","37650","32960"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","60","60","44100","40450"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Female","50","50","33970","30930"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Male","80","80","33270","30930"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","1380","1300","28770","25540"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","1630","1610","29710","26350"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","180","170","37600","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","150","150","40440","33210"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","400","390","36010","32870"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","340","330","40450","36800"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Female","560","550","32930","32260"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Male","500","490","35860","34140"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","110","110","47150","46360"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","60","60","53330","51360"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","140","130","32610","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","180","170","35880","27500"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","50","50","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","50","50","[c]","[c]"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Female","1470","1260","33860","31370"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Male","560","490","38330","32330"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","40","30","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Female","60","60","23110","20850"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Male","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Female","490","470","37020","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Male","300","290","37690","30650"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Female","120","120","21620","20810"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Male","160","150","22310","20810"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Female","230","220","25110","20060"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Male","160","160","27110","20060"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Female","60","60","33690","27540"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Male","130","130","36710","33000"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Female","30","30","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Female","40","40","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Male","50","50","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Male","50","50","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","100","90","27840","23320"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","80","80","29290","23320"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","570","540","31250","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","450","440","32010","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Female","130","130","24630","20880"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Male","130","130","26160","24500"
"New entrant CS","2021","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Welsh Government","Female","120","110","27570","20500"
"New entrant CS","2021","Welsh Government (excl. agencies)","Welsh Government","Male","80","70","27750","23600"
"New entrant CS","2021","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","40","40","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","300","290","25980","24370"
"New entrant CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","200","190","26170","24920"
"New entrant CS","2022","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","Female","950","940","36300","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","Male","810","810","41430","30000"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","40","40","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","50","50","[c]","[c]"
"New entrant CS","2022","Charity Commission","Charity Commission","Female","50","50","27350","24440"
"New entrant CS","2022","Charity Commission","Charity Commission","Male","40","40","[c]","[c]"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","Female","100","100","27440","20100"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","Male","70","70","29110","24500"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","Female","60","60","38770","33120"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","Male","70","70","50700","44050"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","Female","70","70","33250","30420"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","Male","50","50","32260","30420"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Female","280","280","26120","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Male","140","130","27170","21050"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","Female","500","480","30090","25480"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","Male","190","190","35090","30130"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","Female","340","330","28650","26000"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","Male","640","640","31750","29600"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","Female","230","230","28880","26520"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","Male","410","410","31070","27010"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","370","370","37860","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","320","320","37430","33570"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","220","220","34300","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","170","170","37040","34020"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Female","510","490","33530","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Male","300","300","36460","32870"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","1020","990","37010","33820"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","790","780","38650","35900"
"New entrant CS","2022","Department for International Trade","Department for International Trade","Female","220","220","34880","31800"
"New entrant CS","2022","Department for International Trade","Department for International Trade","Male","210","210","38610","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","340","330","35430","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","270","270","35820","33210"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","Female","370","360","41200","38650"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","Male","370","360","43170","42470"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","5890","5690","25900","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","4380","4340","26680","27570"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","620","420","36410","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","340","190","38160","32790"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","Male","30","30","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Female","340","310","21300","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Male","320","310","22430","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Female","220","210","25970","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Male","420","410","26590","26130"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","Female","100","100","32850","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","Male","80","80","35300","29360"
"New entrant CS","2022","Education Scotland","Scottish Government","Female","40","40","[c]","[c]"
"New entrant CS","2022","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Female","130","130","33720","30350"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Male","70","70","32930","30350"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","Female","40","40","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","Male","40","40","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","Female","220","210","41020","43920"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","Male","100","100","38420","36600"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Female","40","40","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","Male","40","40","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Female","150","150","29660","26370"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","Male","150","150","38470","31660"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Female","1250","1200","23800","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Male","650","640","25060","20970"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Female","310","300","26570","22600"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Male","200","200","27980","27130"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Female","9730","9180","26800","24770"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","Male","5470","5260","27280","24800"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","4110","3960","26310","25330"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","3900","3860","27810","26590"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Female","160","160","32190","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Male","130","130","33840","28500"
"New entrant CS","2022","Home Office","Home Office","Female","1230","1180","28730","24880"
"New entrant CS","2022","Home Office","Home Office","Male","1350","1270","30740","25770"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","Female","40","40","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","120","110","27540","24030"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","110","110","30650","27380"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","Female","60","50","22380","20970"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","Male","30","30","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Department for Transport","Female","70","70","29110","26840"
"New entrant CS","2022","Maritime and Coastguard Agency","Department for Transport","Male","120","120","32790","26840"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","40","30","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Female","100","90","29090","24150"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Male","130","130","27030","24380"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","1290","1230","29340","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","1560","1540","31080","26350"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","440","430","34640","33820"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","300","300","37740","34260"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Female","240","230","35490","32770"
"New entrant CS","2022","National Crime Agency","National Crime Agency","Male","280","280","38090","36410"
"New entrant CS","2022","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Scottish Government","Female","40","30","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Scottish Government","Male","40","40","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","180","170","48110","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","70","60","51790","51360"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","220","220","35110","30000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","240","230","36810","29040"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","40","40","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
