"Status","Year","Sexual_orientation","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Health Security Agency","Female","150","130","34560","28590"
"New entrant CS","2022","Undeclared","UK Health Security Agency","Male","70","60","33500","28590"
"New entrant CS","2022","Undeclared","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","Female","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","Male","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","Female","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","Female","530","530","36360","28000"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","Male","460","460","42330","28000"
"New entrant CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Female","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Male","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","Female","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Defence Equipment and Support","Female","80","70","27960","26050"
"New entrant CS","2022","Unknown","Defence Equipment and Support","Male","200","190","28210","24750"
"New entrant CS","2022","Unknown","Defence Science and Technology Laboratory","Female","140","130","27550","26030"
"New entrant CS","2022","Unknown","Defence Science and Technology Laboratory","Male","240","240","30440","26090"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","50","50","38840","33570"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","Female","100","100","33060","29680"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","Male","70","60","36660","32940"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","200","200","37020","33390"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","180","180","38420","33790"
"New entrant CS","2022","Unknown","Department for International Trade","Female","80","80","35020","31800"
"New entrant CS","2022","Unknown","Department for International Trade","Male","70","70","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","60","60","35570","33210"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","Female","110","110","43140","38650"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","Male","140","140","41790","38650"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Female","860","820","25770","27570"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Male","640","630","27280","27570"
"New entrant CS","2022","Unknown","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","Female","120","100","20310","18310"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","Male","100","100","20400","18310"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","Female","110","110","25400","26130"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","Male","220","220","26090","26130"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","Female","530","510","23540","20970"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","Male","280","270","24600","20970"
"New entrant CS","2022","Unknown","HM Land Registry","Female","140","130","27250","22600"
"New entrant CS","2022","Unknown","HM Land Registry","Male","80","80","26990","27130"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","Female","3410","3150","26540","24800"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","Male","2000","1880","26770","24800"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Female","1770","1690","25800","21250"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Male","1590","1570","27010","26590"
"New entrant CS","2022","Unknown","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Female","930","890","28490","24880"
"New entrant CS","2022","Unknown","Home Office","Male","1020","950","30720","25770"
"New entrant CS","2022","Unknown","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intellectual Property Office","Female","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Intellectual Property Office","Male","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Maritime and Coastguard Agency","Male","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","Female","420","390","29830","26350"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","Male","510","500","30740","26000"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","Female","160","160","33400","30450"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","Male","120","120","35240","34260"
"New entrant CS","2022","Unknown","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Public Guardian","Female","60","60","21770","20970"
"New entrant CS","2022","Unknown","Office of the Public Guardian","Male","60","60","21950","20970"
"New entrant CS","2022","Unknown","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Royal Fleet Auxiliary","Female","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Royal Fleet Auxiliary","Male","120","120","20600","16190"
"New entrant CS","2022","Unknown","Rural Payments Agency","Female","190","180","21550","21300"
"New entrant CS","2022","Unknown","Rural Payments Agency","Male","150","150","22340","21300"
"New entrant CS","2022","Unknown","Scottish Courts and Tribunals Service","Female","120","110","22490","22000"
"New entrant CS","2022","Unknown","Scottish Courts and Tribunals Service","Male","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government (excl. agencies)","Female","350","330","35560","31540"
"New entrant CS","2022","Unknown","Scottish Government (excl. agencies)","Male","240","240","35640","31540"
"New entrant CS","2022","Unknown","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Prison Service","Female","180","180","22600","21640"
"New entrant CS","2022","Unknown","Scottish Prison Service","Male","180","180","23180","21640"
"New entrant CS","2022","Unknown","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
