"Status","Year","Region_ITL3","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Bristol, City of","No function","50-59","980","910","33910","27570"
"In post","2022","Bristol, City of","No function","60-64","260","210","34010","27570"
"In post","2022","Bristol, City of","No function","65+","90","70","28620","27220"
"In post","2022","Bristol, City of","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Project Delivery","30-39","40","40","[c]","[c]"
"In post","2022","Bristol, City of","Project Delivery","40-49","40","40","[c]","[c]"
"In post","2022","Bristol, City of","Project Delivery","50-59","50","50","41360","39660"
"In post","2022","Bristol, City of","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Property","20-29","40","40","[c]","[c]"
"In post","2022","Bristol, City of","Property","30-39","30","30","[c]","[c]"
"In post","2022","Bristol, City of","Property","40-49","50","50","43250","44530"
"In post","2022","Bristol, City of","Property","50-59","50","40","[c]","[c]"
"In post","2022","Bristol, City of","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Security","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bristol, City of","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Counter Fraud","50-59","30","30","[c]","[c]"
"In post","2022","Bromley","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","No function","20-29","50","50","29180","31060"
"In post","2022","Bromley","No function","30-39","60","60","29580","31060"
"In post","2022","Bromley","No function","40-49","90","80","32330","31060"
"In post","2022","Bromley","No function","50-59","180","170","31740","31060"
"In post","2022","Bromley","No function","60-64","60","50","32830","31060"
"In post","2022","Bromley","No function","65+","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Communications","65+","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Finance","30-39","40","30","[c]","[c]"
"In post","2022","Buckinghamshire","Finance","40-49","30","30","[c]","[c]"
"In post","2022","Buckinghamshire","Finance","50-59","40","40","[c]","[c]"
"In post","2022","Buckinghamshire","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","No function","20-29","160","160","27260","28140"
"In post","2022","Buckinghamshire","No function","30-39","190","180","29820","29260"
"In post","2022","Buckinghamshire","No function","40-49","180","170","34670","32120"
"In post","2022","Buckinghamshire","No function","50-59","240","230","33060","30700"
"In post","2022","Buckinghamshire","No function","60-64","90","70","29510","27570"
"In post","2022","Buckinghamshire","No function","65+","30","20","[c]","[c]"
"In post","2022","Buckinghamshire","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Buckinghamshire","Unknown","20-29","40","40","[c]","[c]"
"In post","2022","Buckinghamshire","Unknown","30-39","60","60","34930","28670"
"In post","2022","Buckinghamshire","Unknown","40-49","70","70","35890","28670"
"In post","2022","Buckinghamshire","Unknown","50-59","110","100","32770","28670"
"In post","2022","Buckinghamshire","Unknown","60-64","40","40","[c]","[c]"
"In post","2022","Buckinghamshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","No function","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","No function","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","No function","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","No function","50-59","30","30","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","No function","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","No function","65+","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","50-59","30","30","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","No function","20-29","130","130","25830","27570"
"In post","2022","Calderdale and Kirklees","No function","30-39","170","160","27660","27570"
"In post","2022","Calderdale and Kirklees","No function","40-49","240","220","28660","27570"
"In post","2022","Calderdale and Kirklees","No function","50-59","310","270","28580","27570"
"In post","2022","Calderdale and Kirklees","No function","60-64","90","70","25870","27170"
"In post","2022","Calderdale and Kirklees","No function","65+","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Cambridgeshire CC","Analysis","60-64","[c]","[c]","[c]","[c]"
