"Status","Year","Parent_department","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Work and Pensions","Falkirk","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Falkirk","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Falkirk","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Falkirk","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Flintshire and Wrexham","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Flintshire and Wrexham","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Flintshire and Wrexham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Flintshire and Wrexham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Glasgow City","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Glasgow City","20-29","80","80","23500","21010"
"New entrant CS","2021","Department for Work and Pensions","Glasgow City","30-39","60","60","24670","27570"
"New entrant CS","2021","Department for Work and Pensions","Glasgow City","40-49","50","50","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Glasgow City","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Glasgow City","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gloucestershire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gloucestershire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gloucestershire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gloucestershire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gloucestershire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gloucestershire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North East","20-29","70","70","26340","27570"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North East","30-39","60","60","27050","27570"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North East","40-49","50","50","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North East","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North East","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North West","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North West","20-29","50","50","23100","21010"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North West","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North West","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North West","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North West","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester North West","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester South East","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester South East","20-29","60","60","22380","21010"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester South East","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester South East","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester South East","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester South East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester South West","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester South West","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester South West","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester South West","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester South West","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Greater Manchester South West","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gwent Valleys","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gwent Valleys","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gwent Valleys","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gwent Valleys","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gwent Valleys","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gwent Valleys","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gwynedd","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gwynedd","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gwynedd","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gwynedd","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gwynedd","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Gwynedd","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hackney and Newham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hackney and Newham","20-29","160","160","30100","31060"
"New entrant CS","2021","Department for Work and Pensions","Hackney and Newham","30-39","70","70","30000","31060"
"New entrant CS","2021","Department for Work and Pensions","Hackney and Newham","40-49","40","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hackney and Newham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hackney and Newham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hackney and Newham","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Haringey and Islington","20-29","90","90","30070","31060"
"New entrant CS","2021","Department for Work and Pensions","Haringey and Islington","30-39","50","50","30490","31060"
"New entrant CS","2021","Department for Work and Pensions","Haringey and Islington","40-49","50","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Haringey and Islington","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Haringey and Islington","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Harrow and Hillingdon","20-29","70","70","30640","31060"
"New entrant CS","2021","Department for Work and Pensions","Harrow and Hillingdon","30-39","60","60","30960","31060"
"New entrant CS","2021","Department for Work and Pensions","Harrow and Hillingdon","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Harrow and Hillingdon","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Harrow and Hillingdon","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Harrow and Hillingdon","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Heart of Essex","20-29","40","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Heart of Essex","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Heart of Essex","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Heart of Essex","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Heart of Essex","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Herefordshire, County of","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Herefordshire, County of","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Herefordshire, County of","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Herefordshire, County of","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Herefordshire, County of","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hertfordshire","20-29","70","70","27260","29290"
"New entrant CS","2021","Department for Work and Pensions","Hertfordshire","30-39","60","60","28170","29290"
"New entrant CS","2021","Department for Work and Pensions","Hertfordshire","40-49","50","50","28890","29290"
"New entrant CS","2021","Department for Work and Pensions","Hertfordshire","50-59","50","50","28270","29290"
"New entrant CS","2021","Department for Work and Pensions","Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hertfordshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hounslow and Richmond upon Thames","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hounslow and Richmond upon Thames","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hounslow and Richmond upon Thames","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hounslow and Richmond upon Thames","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Hounslow and Richmond upon Thames","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Inverclyde, East Renfrewshire and Renfrewshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Inverclyde, East Renfrewshire and Renfrewshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Inverclyde, East Renfrewshire and Renfrewshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Isle of Anglesey","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Isle of Anglesey","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Isle of Wight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kent Thames Gateway","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kent Thames Gateway","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kent Thames Gateway","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kent Thames Gateway","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kent Thames Gateway","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kingston upon Hull, City of","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kingston upon Hull, City of","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kingston upon Hull, City of","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Kingston upon Hull, City of","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lambeth","20-29","80","80","30030","31060"
"New entrant CS","2021","Department for Work and Pensions","Lambeth","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lambeth","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lambeth","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lambeth","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lambeth","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lancaster and Wyre","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lancaster and Wyre","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lancaster and Wyre","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lancaster and Wyre","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lancaster and Wyre","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lancaster and Wyre","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Leeds","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Leeds","20-29","280","280","26150","27570"
"New entrant CS","2021","Department for Work and Pensions","Leeds","30-39","150","140","28630","27570"
"New entrant CS","2021","Department for Work and Pensions","Leeds","40-49","110","110","29600","27570"
"New entrant CS","2021","Department for Work and Pensions","Leeds","50-59","60","60","28220","27570"
"New entrant CS","2021","Department for Work and Pensions","Leeds","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Leeds","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Leicester","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Leicester","20-29","100","100","24190","21010"
"New entrant CS","2021","Department for Work and Pensions","Leicester","30-39","70","60","24870","27570"
"New entrant CS","2021","Department for Work and Pensions","Leicester","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Leicester","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Leicester","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Leicestershire CC and Rutland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Leicestershire CC and Rutland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Leicestershire CC and Rutland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lewisham and Southwark","20-29","60","60","29810","31060"
"New entrant CS","2021","Department for Work and Pensions","Lewisham and Southwark","30-39","70","70","30280","31060"
"New entrant CS","2021","Department for Work and Pensions","Lewisham and Southwark","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lewisham and Southwark","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lewisham and Southwark","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Liverpool","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Liverpool","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Liverpool","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Liverpool","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Liverpool","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Luton","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Luton","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Luton","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Luton","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Luton","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Luton","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Manchester","20-29","130","130","28900","27570"
"New entrant CS","2021","Department for Work and Pensions","Manchester","30-39","90","90","33130","27570"
"New entrant CS","2021","Department for Work and Pensions","Manchester","40-49","70","70","38460","27570"
"New entrant CS","2021","Department for Work and Pensions","Manchester","50-59","50","50","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Manchester","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Medway","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Medway","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Medway","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Medway","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Medway","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","20-29","50","50","30110","31060"
"New entrant CS","2021","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Kent","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Kent","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Kent","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Kent","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Kent","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Kent","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Lancashire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Lancashire","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Lancashire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Lancashire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Lancashire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Lancashire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mid Lancashire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Milton Keynes","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Milton Keynes","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Milton Keynes","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Milton Keynes","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Milton Keynes","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Milton Keynes","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Milton Keynes","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Monmouthshire and Newport","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Monmouthshire and Newport","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Monmouthshire and Newport","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Monmouthshire and Newport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Monmouthshire and Newport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Monmouthshire and Newport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Na h-Eileanan Siar","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Na h-Eileanan Siar","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Na h-Eileanan Siar","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Na h-Eileanan Siar","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North and North East Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North and North East Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North and North East Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North and North East Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North and North East Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North and West Norfolk","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North and West Norfolk","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North and West Norfolk","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North and West Norfolk","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Hampshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Hampshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Hampshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Hampshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Hampshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Hampshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Lanarkshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Lanarkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Lanarkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Lanarkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Lanarkshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Northamptonshire","50-59","40","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Yorkshire CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Yorkshire CC","30-39","[c]","[c]","[c]","[c]"
