"Status","Year","Disability","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","Cornwall and Isles of Scilly","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cornwall and Isles of Scilly","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cornwall and Isles of Scilly","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Coventry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Coventry","20-29","60","60","27170","27570"
"New entrant CS","2021","Declared non-disabled","Coventry","30-39","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Coventry","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Coventry","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Coventry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Coventry","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Croydon","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Croydon","20-29","90","90","27760","26810"
"New entrant CS","2021","Declared non-disabled","Croydon","30-39","50","50","33190","30590"
"New entrant CS","2021","Declared non-disabled","Croydon","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Croydon","50-59","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Croydon","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Croydon","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Darlington","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Darlington","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Darlington","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Darlington","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Darlington","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Derby","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Derby","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Derby","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Derby","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Derby","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Derby","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Devon CC","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Devon CC","20-29","160","160","23980","22850"
"New entrant CS","2021","Declared non-disabled","Devon CC","30-39","130","120","25780","22920"
"New entrant CS","2021","Declared non-disabled","Devon CC","40-49","90","90","31070","27570"
"New entrant CS","2021","Declared non-disabled","Devon CC","50-59","80","80","27600","24120"
"New entrant CS","2021","Declared non-disabled","Devon CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Devon CC","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dorset CC","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dorset CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dorset CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dorset CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dorset CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dorset CC","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dudley","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dudley","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dudley","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dudley","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dudley","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dudley","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dumfries and Galloway","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dumfries and Galloway","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dumfries and Galloway","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dumfries and Galloway","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dumfries and Galloway","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Dumfries and Galloway","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Durham CC","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Durham CC","20-29","80","80","21630","21010"
"New entrant CS","2021","Declared non-disabled","Durham CC","30-39","60","50","23300","21010"
"New entrant CS","2021","Declared non-disabled","Durham CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Durham CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Durham CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Durham CC","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ealing","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ealing","20-29","50","50","30430","31060"
"New entrant CS","2021","Declared non-disabled","Ealing","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ealing","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ealing","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ealing","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Ayrshire and North Ayrshire mainland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Ayrshire and North Ayrshire mainland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Ayrshire and North Ayrshire mainland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Ayrshire and North Ayrshire mainland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Ayrshire and North Ayrshire mainland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Ayrshire and North Ayrshire mainland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Cumbria","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Cumbria","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Cumbria","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Cumbria","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Cumbria","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Cumbria","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Derbyshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Derbyshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Derbyshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Derbyshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Kent","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Kent","20-29","80","80","24980","24180"
"New entrant CS","2021","Declared non-disabled","East Kent","30-39","50","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Kent","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Kent","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Kent","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Kent","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Lancashire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Lancashire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Lancashire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Lancashire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Lancashire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Lothian and Midlothian","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Lothian and Midlothian","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Lothian and Midlothian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Lothian and Midlothian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Merseyside","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Merseyside","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Merseyside","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Merseyside","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Merseyside","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Riding of Yorkshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Riding of Yorkshire","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Riding of Yorkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Riding of Yorkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Riding of Yorkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Riding of Yorkshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Riding of Yorkshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Surrey","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Surrey","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Surrey","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Surrey","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Surrey","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Surrey","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Sussex CC","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Sussex CC","20-29","90","90","24100","25850"
"New entrant CS","2021","Declared non-disabled","East Sussex CC","30-39","50","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Sussex CC","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Sussex CC","50-59","60","60","23850","21090"
"New entrant CS","2021","Declared non-disabled","East Sussex CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Sussex CC","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Enfield","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Enfield","20-29","50","50","30110","31060"
"New entrant CS","2021","Declared non-disabled","Enfield","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Enfield","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Enfield","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Enfield","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Essex Haven Gateway","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Essex Haven Gateway","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Essex Haven Gateway","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Essex Haven Gateway","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Essex Haven Gateway","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Essex Haven Gateway","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Essex Thames Gateway","20-29","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Essex Thames Gateway","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Essex Thames Gateway","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Essex Thames Gateway","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Essex Thames Gateway","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Falkirk","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Falkirk","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Falkirk","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Falkirk","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Falkirk","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Falkirk","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Fermanagh and Omagh","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Flintshire and Wrexham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Flintshire and Wrexham","20-29","50","50","22170","22850"
"New entrant CS","2021","Declared non-disabled","Flintshire and Wrexham","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Flintshire and Wrexham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Flintshire and Wrexham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Flintshire and Wrexham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Glasgow City","16-19","[c]","[c]","[c]","[c]"
