"Status","Year","Region_ITL3","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Durham","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared non-disabled","Ministry of Justice","190","190","24550","23140"
"New entrant CS","2022","Durham","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Unknown","HM Revenue and Customs","80","80","22000","21750"
"New entrant CS","2022","Durham","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Unknown","Ministry of Justice","120","120","24300","23140"
"New entrant CS","2022","Durham","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Declared non-disabled","Department for Work and Pensions","70","70","24050","21260"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared non-disabled","Department for Environment, Food and Rural Affairs","50","50","24980","21300"
"New entrant CS","2022","East Cumbria","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","Ministry of Defence","60","60","30870","25680"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Ministry of Defence","80","80","26990","23540"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2022","East Kent","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared non-disabled","Department for Work and Pensions","100","90","24890","24250"
"New entrant CS","2022","East Kent","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Unknown","Home Office","180","160","24940","24880"
"New entrant CS","2022","East Kent","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
