"Status","Year","Parent_department","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Ministry of Justice","30-39","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Westminster","100","90","41270","36800"
"Leaver Dept.","2021","Ministry of Justice","30-39","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Westminster","60","60","59820","56300"
"Leaver Dept.","2021","Ministry of Justice","40-49","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","40-49","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","50-59","Tyneside","[c]","[c]","[c]","[c]"
