"Status","Year","Region_ITL1","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North East (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","No function","300","300","23870","22350"
"New entrant CS","2021","North East (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Property","50","50","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Unknown","740","740","24220","21010"
"New entrant CS","2021","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Communications","70","70","26750","25560"
"New entrant CS","2021","North West (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Digital, Data & Technology","60","50","37970","33840"
"New entrant CS","2021","North West (England)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Human Resources","100","90","29810","26280"
"New entrant CS","2021","North West (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Legal","60","60","34690","30990"
"New entrant CS","2021","North West (England)","Female","No function","1200","1140","24390","21160"
"New entrant CS","2021","North West (England)","Female","Project Delivery","60","60","34330","30990"
"New entrant CS","2021","North West (England)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Unknown","1510","1480","25320","25000"
"New entrant CS","2021","North West (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Communications","120","120","26960","25560"
"New entrant CS","2021","North West (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Digital, Data & Technology","80","80","38120","36620"
"New entrant CS","2021","North West (England)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Legal","50","50","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","No function","880","860","25330","22350"
"New entrant CS","2021","North West (England)","Male","Project Delivery","60","60","38040","33500"
"New entrant CS","2021","North West (England)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Security","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Unknown","1420","1410","26610","24880"
"New entrant CS","2021","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","No function","120","110","23140","20140"
"New entrant CS","2021","Northern Ireland","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","No function","120","120","23050","20140"
"New entrant CS","2021","Northern Ireland","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Debt","200","190","20270","20140"
"New entrant CS","2021","Scotland","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Legal","80","80","26760","20850"
"New entrant CS","2021","Scotland","Female","No function","470","460","23120","20810"
"New entrant CS","2021","Scotland","Female","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Unknown","1530","1480","29460","27570"
"New entrant CS","2021","Scotland","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Debt","180","180","20350","20140"
"New entrant CS","2021","Scotland","Male","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Male","No function","410","410","24340","20810"
"New entrant CS","2021","Scotland","Male","Project Delivery","60","60","32260","28000"
"New entrant CS","2021","Scotland","Male","Property","80","80","28810","25430"
"New entrant CS","2021","Scotland","Male","Security","80","80","23350","23540"
"New entrant CS","2021","Scotland","Male","Unknown","1060","1040","29610","27570"
"New entrant CS","2021","South East (England)","Female","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Digital, Data & Technology","50","50","36840","30730"
"New entrant CS","2021","South East (England)","Female","Finance","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Legal","90","90","31860","26970"
"New entrant CS","2021","South East (England)","Female","No function","1080","1020","25210","23050"
"New entrant CS","2021","South East (England)","Female","Project Delivery","90","80","31430","33000"
"New entrant CS","2021","South East (England)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Security","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Unknown","1570","1510","27460","27570"
"New entrant CS","2021","South East (England)","Male","Analysis","50","50","30590","29540"
"New entrant CS","2021","South East (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Digital, Data & Technology","80","80","40860","36030"
"New entrant CS","2021","South East (England)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Legal","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","No function","870","840","26800","25850"
"New entrant CS","2021","South East (England)","Male","Project Delivery","90","90","37630","40000"
"New entrant CS","2021","South East (England)","Male","Property","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Security","170","170","28550","25540"
"New entrant CS","2021","South East (England)","Male","Unknown","1090","1080","26960","27570"
"New entrant CS","2021","South East (England)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Commercial","50","50","35730","26670"
"New entrant CS","2021","South West (England)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Digital, Data & Technology","110","100","31900","29180"
"New entrant CS","2021","South West (England)","Female","Finance","70","60","28900","25000"
"New entrant CS","2021","South West (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Human Resources","110","90","29440","22780"
"New entrant CS","2021","South West (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Legal","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","No function","960","900","26600","22920"
"New entrant CS","2021","South West (England)","Female","Project Delivery","250","240","32650","30000"
"New entrant CS","2021","South West (England)","Female","Property","70","60","26040","20920"
"New entrant CS","2021","South West (England)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Unknown","890","830","25930","27570"
"New entrant CS","2021","South West (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Commercial","50","50","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Digital, Data & Technology","190","190","35000","31930"
"New entrant CS","2021","South West (England)","Male","Finance","60","60","34340","26200"
"New entrant CS","2021","South West (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","No function","730","700","27720","22920"
"New entrant CS","2021","South West (England)","Male","Project Delivery","520","510","33930","30930"
"New entrant CS","2021","South West (England)","Male","Property","60","60","29330","26350"
"New entrant CS","2021","South West (England)","Male","Security","80","80","25210","19560"
"New entrant CS","2021","South West (England)","Male","Unknown","590","580","27080","27570"
"New entrant CS","2021","Unknown","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","No function","80","80","30320","28000"
"New entrant CS","2021","Unknown","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Unknown","390","380","28670","27570"
"New entrant CS","2021","Unknown","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","No function","60","60","33120","28000"
"New entrant CS","2021","Unknown","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Unknown","270","260","31280","27570"
"New entrant CS","2021","Wales","Female","Analysis","110","100","29710","29540"
"New entrant CS","2021","Wales","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Digital, Data & Technology","50","50","33320","29540"
"New entrant CS","2021","Wales","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","No function","800","760","22770","21140"
"New entrant CS","2021","Wales","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Unknown","500","480","25790","27570"
"New entrant CS","2021","Wales","Male","Analysis","80","80","27750","29540"
"New entrant CS","2021","Wales","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Digital, Data & Technology","160","160","35710","31350"
"New entrant CS","2021","Wales","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","No function","580","560","23030","21590"
"New entrant CS","2021","Wales","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Unknown","390","380","25460","21010"
"New entrant CS","2021","Wales","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Debt","60","60","20140","20140"
"New entrant CS","2021","West Midlands (England)","Female","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Legal","60","50","34340","26550"
"New entrant CS","2021","West Midlands (England)","Female","No function","990","930","24950","22850"
"New entrant CS","2021","West Midlands (England)","Female","Project Delivery","50","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Unknown","680","650","26900","27570"
"New entrant CS","2021","West Midlands (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Debt","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Digital, Data & Technology","80","80","40130","37650"
"New entrant CS","2021","West Midlands (England)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Legal","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","No function","670","650","26600","22850"
"New entrant CS","2021","West Midlands (England)","Male","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Unknown","490","480","26260","27570"
"New entrant CS","2021","Yorkshire and The Humber","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Communications","50","50","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Finance","50","50","33350","28970"
"New entrant CS","2021","Yorkshire and The Humber","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Legal","60","50","28430","24000"
"New entrant CS","2021","Yorkshire and The Humber","Female","No function","870","830","26860","22920"
"New entrant CS","2021","Yorkshire and The Humber","Female","Project Delivery","50","50","32800","29180"
"New entrant CS","2021","Yorkshire and The Humber","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Unknown","1150","1110","26190","27570"
"New entrant CS","2021","Yorkshire and The Humber","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Communications","60","50","29430","25560"
"New entrant CS","2021","Yorkshire and The Humber","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Debt","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Digital, Data & Technology","60","60","43640","40950"
"New entrant CS","2021","Yorkshire and The Humber","Male","Finance","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","No function","710","700","26930","22850"
"New entrant CS","2021","Yorkshire and The Humber","Male","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Property","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Security","50","50","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Unknown","940","940","26870","27570"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Communications","110","100","26710","26590"
"New entrant CS","2022","East Midlands (England)","Female","Counter Fraud","40","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Debt","70","70","21250","21260"
"New entrant CS","2022","East Midlands (England)","Female","Digital, Data & Technology","40","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Legal","60","60","30030","25480"
"New entrant CS","2022","East Midlands (England)","Female","No function","1570","1480","25820","23170"
"New entrant CS","2022","East Midlands (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Unknown","130","120","26650","21680"
"New entrant CS","2022","East Midlands (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Communications","110","110","26450","26590"
"New entrant CS","2022","East Midlands (England)","Male","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Debt","30","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","No function","1010","990","25910","23280"
"New entrant CS","2022","East Midlands (England)","Male","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Property","30","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Unknown","100","90","24840","21260"
"New entrant CS","2022","East of England","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","Human Resources","40","30","[c]","[c]"
"New entrant CS","2022","East of England","Female","Legal","50","50","[c]","[c]"
"New entrant CS","2022","East of England","Female","No function","1500","1410","26940","24800"
"New entrant CS","2022","East of England","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","Unknown","140","130","26390","24250"
"New entrant CS","2022","East of England","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Male","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Male","Legal","[c]","[c]","[c]","[c]"
