"Status","Year","Function_of_post","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Declared non-disabled","160","160","28430","27570"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Declared non-disabled","250","240","32460","27570"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Unknown","100","70","[c]","[c]"
"Leaver Dept.","2022","Analysis","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Declared non-disabled","180","170","45040","40310"
"Leaver Dept.","2022","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Unknown","120","30","[c]","[c]"
"Leaver Dept.","2022","Analysis","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Declared non-disabled","70","70","49690","46360"
"Leaver Dept.","2022","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Unknown","90","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South West (England)","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Yorkshire and The Humber","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Declared non-disabled","170","160","44700","38600"
"Leaver Dept.","2022","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Unknown","140","70","42290","38600"
"Leaver Dept.","2022","Communications","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
