"Status","Year","Profession_of_post","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","Male","50","50","21230","20920"
"New entrant CS","2021","Digital, Data and Technology","EO","Female","130","130","26250","26130"
"New entrant CS","2021","Digital, Data and Technology","EO","Male","240","240","26310","25560"
"New entrant CS","2021","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","Female","160","150","57570","57040"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","Male","330","330","58640","57050"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Female","300","300","36410","35900"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Male","560","550","37550","36810"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Male","50","50","[c]","[c]"
"New entrant CS","2021","Economics","EO","Female","30","30","[c]","[c]"
"New entrant CS","2021","Economics","EO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Female","110","110","33480","32790"
"New entrant CS","2021","Economics","SEO/HEO","Male","190","190","33240","32790"
"New entrant CS","2021","Finance","AA/AO","Female","60","50","20510","20500"
"New entrant CS","2021","Finance","AA/AO","Male","40","30","[c]","[c]"
"New entrant CS","2021","Finance","EO","Female","100","100","25180","26270"
"New entrant CS","2021","Finance","EO","Male","70","70","24210","25000"
"New entrant CS","2021","Finance","G6/G7","Female","50","40","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Male","50","50","59210","58510"
"New entrant CS","2021","Finance","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Female","180","170","36570","36500"
"New entrant CS","2021","Finance","SEO/HEO","Male","150","140","36500","35300"
"New entrant CS","2021","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Female","130","120","20920","20920"
"New entrant CS","2021","Human Resources","AA/AO","Male","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Female","120","120","25800","26180"
"New entrant CS","2021","Human Resources","EO","Male","50","50","26120","26910"
"New entrant CS","2021","Human Resources","G6/G7","Female","80","70","56950","54970"
"New entrant CS","2021","Human Resources","G6/G7","Male","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Female","180","180","34680","34000"
"New entrant CS","2021","Human Resources","SEO/HEO","Male","70","70","34270","33120"
"New entrant CS","2021","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","Female","30","30","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Male","50","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","Female","40","40","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","Male","40","40","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","Male","50","50","36250","33000"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Female","90","90","26810","25560"
"New entrant CS","2021","Legal","EO","Male","60","60","26790","25560"
"New entrant CS","2021","Legal","G6/G7","Female","260","240","53720","51250"
"New entrant CS","2021","Legal","G6/G7","Male","170","160","53440","50520"
"New entrant CS","2021","Legal","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Female","230","230","34780","36570"
"New entrant CS","2021","Legal","SEO/HEO","Male","120","120","34850","37230"
"New entrant CS","2021","Medicine","AA/AO","Female","50","40","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","Female","70","50","70060","74470"
"New entrant CS","2021","Medicine","G6/G7","Male","40","30","[c]","[c]"
"New entrant CS","2021","Medicine","SCS","Female","30","20","[c]","[c]"
"New entrant CS","2021","Medicine","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","Female","90","80","36820","37890"
"New entrant CS","2021","Medicine","SEO/HEO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","AA/AO","Female","5170","4970","21410","20880"
"New entrant CS","2021","Operational Delivery","AA/AO","Male","4250","4180","22400","21500"
"New entrant CS","2021","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","EO","Female","1520","1480","26510","25230"
"New entrant CS","2021","Operational Delivery","EO","Male","1210","1180","27000","25560"
"New entrant CS","2021","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Female","200","190","55550","53120"
"New entrant CS","2021","Operational Delivery","G6/G7","Male","200","190","56710","54670"
"New entrant CS","2021","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Female","1160","1080","34740","33570"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Male","810","780","35630","34730"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Female","1140","1040","22850","22920"
"New entrant CS","2021","Operational Delivery","Unknown","Male","320","280","23550","22920"
"New entrant CS","2021","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Male","40","40","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","Female","420","400","20750","20920"
"New entrant CS","2021","Other","AA/AO","Male","280","280","20720","20500"
"New entrant CS","2021","Other","EO","Female","300","290","25560","26350"
"New entrant CS","2021","Other","EO","Male","340","330","25550","26350"
"New entrant CS","2021","Other","G6/G7","Female","40","40","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","Male","60","60","62480","57460"
"New entrant CS","2021","Other","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Female","180","170","35380","35000"
"New entrant CS","2021","Other","SEO/HEO","Male","190","190","34510","35000"
"New entrant CS","2021","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Female","70","70","21360","21000"
"New entrant CS","2021","Policy","AA/AO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Policy","EO","Female","380","380","26500","27270"
"New entrant CS","2021","Policy","EO","Male","220","220","26340","26750"
"New entrant CS","2021","Policy","G6/G7","Female","300","290","55710","53380"
"New entrant CS","2021","Policy","G6/G7","Male","290","290","56240","53420"
"New entrant CS","2021","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Male","40","30","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Female","1090","1070","34210","33570"
"New entrant CS","2021","Policy","SEO/HEO","Male","890","880","34260","33570"
"New entrant CS","2021","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Female","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Female","150","140","24950","26180"
"New entrant CS","2021","Project Delivery","EO","Male","90","90","25210","26270"
"New entrant CS","2021","Project Delivery","G6/G7","Female","80","80","55410","53500"
"New entrant CS","2021","Project Delivery","G6/G7","Male","110","110","56970","54540"
"New entrant CS","2021","Project Delivery","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Female","300","300","35870","35050"
"New entrant CS","2021","Project Delivery","SEO/HEO","Male","330","320","36260","35900"
"New entrant CS","2021","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Male","40","40","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Female","30","30","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Male","40","40","[c]","[c]"
"New entrant CS","2021","Property","EO","Female","60","50","25390","25000"
"New entrant CS","2021","Property","EO","Male","80","80","25670","24920"
"New entrant CS","2021","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Male","50","50","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Female","70","70","35200","33300"
"New entrant CS","2021","Property","SEO/HEO","Male","140","140","34500","33000"
"New entrant CS","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Female","50","50","24910","24620"
"New entrant CS","2021","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Female","120","110","21580","21050"
"New entrant CS","2021","Science and Engineering","AA/AO","Male","120","110","20580","20520"
"New entrant CS","2021","Science and Engineering","EO","Female","120","120","25620","26370"
"New entrant CS","2021","Science and Engineering","EO","Male","180","180","24510","26370"
"New entrant CS","2021","Science and Engineering","G6/G7","Female","50","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Male","40","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Female","340","290","34550","33780"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Male","260","260","35050","33000"
"New entrant CS","2021","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Male","80","80","32200","27770"
"New entrant CS","2021","Security","AA/AO","Female","110","100","22370","20610"
"New entrant CS","2021","Security","AA/AO","Male","440","440","25620","23540"
"New entrant CS","2021","Security","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Male","60","60","27580","25900"
"New entrant CS","2021","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Female","30","30","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Male","60","60","35810","34880"
"New entrant CS","2021","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Female","130","130","33770","32540"
"New entrant CS","2021","Social Research","SEO/HEO","Male","50","50","33180","32540"
"New entrant CS","2021","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Female","50","40","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Male","40","40","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SEO/HEO","Female","110","110","33760","32540"
"New entrant CS","2021","Statistics","SEO/HEO","Male","100","90","34430","32560"
"New entrant CS","2021","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","AA/AO","Female","1160","1110","20190","20140"
"New entrant CS","2021","Tax","AA/AO","Male","1040","1020","20180","20140"
"New entrant CS","2021","Tax","EO","Female","330","330","25590","25560"
"New entrant CS","2021","Tax","EO","Male","440","430","25650","25560"
"New entrant CS","2021","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Female","120","120","32690","31810"
"New entrant CS","2021","Tax","SEO/HEO","Male","140","140","32610","31810"
"New entrant CS","2021","Unknown","AA/AO","Female","3490","3400","21570","21010"
"New entrant CS","2021","Unknown","AA/AO","Male","3060","3040","21480","21010"
"New entrant CS","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Female","7170","6940","28510","27570"
"New entrant CS","2021","Unknown","EO","Male","4430","4410","28420","27570"
"New entrant CS","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Female","340","320","57480","54700"
"New entrant CS","2021","Unknown","G6/G7","Male","390","390","59910","56120"
"New entrant CS","2021","Unknown","SCS","Female","100","100","84770","73000"
"New entrant CS","2021","Unknown","SCS","Male","140","140","88170","74000"
"New entrant CS","2021","Unknown","SEO/HEO","Female","1160","1140","32960","31990"
"New entrant CS","2021","Unknown","SEO/HEO","Male","830","830","33580","32640"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","230","220","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Male","110","110","[c]","[c]"
"New entrant CS","2021","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Male","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Female","160","160","25700","26350"
"New entrant CS","2022","Commercial","EO","Male","90","90","25130","25520"
"New entrant CS","2022","Commercial","G6/G7","Female","40","30","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Female","240","210","34930","35000"
"New entrant CS","2022","Commercial","SEO/HEO","Male","170","150","35620","36120"
"New entrant CS","2022","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Female","40","30","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Female","90","80","27360","27270"
"New entrant CS","2022","Communications","EO","Male","50","40","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Female","60","50","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Female","200","200","35950","34710"
"New entrant CS","2022","Communications","SEO/HEO","Male","110","110","35410","35060"
"New entrant CS","2022","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Female","170","170","22690","21260"
"New entrant CS","2022","Counter Fraud","AA/AO","Male","120","120","22640","21260"
"New entrant CS","2022","Counter Fraud","EO","Female","220","210","27790","27570"
"New entrant CS","2022","Counter Fraud","EO","Male","140","140","27940","27570"
"New entrant CS","2022","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","Female","90","90","20560","21170"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","Male","120","120","20350","21170"
"New entrant CS","2022","Digital, Data and Technology","EO","Female","200","190","26700","26590"
"New entrant CS","2022","Digital, Data and Technology","EO","Male","380","380","26630","26500"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Female","200","190","54170","53360"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Male","470","460","57250","56130"
"New entrant CS","2022","Digital, Data and Technology","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Female","510","490","36030","35900"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Male","800","780","36330","35900"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
