"Status","Year","Sex","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Bedfordshire and Hertfordshire","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Female","Bedfordshire and Hertfordshire","Declared non-disabled","240","230","29060","28140"
"New entrant CS","2022","Female","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Bedfordshire and Hertfordshire","Unknown","130","120","27690","24880"
"New entrant CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","70","70","31180","27850"
"New entrant CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","410","390","28260","27570"
"New entrant CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","250","240","27990","25630"
"New entrant CS","2022","Female","Cheshire","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Female","Cheshire","Declared non-disabled","160","160","26530","23170"
"New entrant CS","2022","Female","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cheshire","Unknown","150","140","27260","23170"
"New entrant CS","2022","Female","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cornwall and Isles of Scilly","Declared non-disabled","100","90","26040","21260"
"New entrant CS","2022","Female","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cumbria","Declared non-disabled","140","130","24590","21300"
"New entrant CS","2022","Female","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cumbria","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Derbyshire and Nottinghamshire","Declared disabled","120","110","27110","26310"
"New entrant CS","2022","Female","Derbyshire and Nottinghamshire","Declared non-disabled","640","610","26640","24620"
"New entrant CS","2022","Female","Derbyshire and Nottinghamshire","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Female","Derbyshire and Nottinghamshire","Unknown","420","390","27260","25700"
"New entrant CS","2022","Female","Devon","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Female","Devon","Declared non-disabled","300","290","27770","23170"
"New entrant CS","2022","Female","Devon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Devon","Unknown","160","150","25520","23140"
"New entrant CS","2022","Female","Dorset and Somerset","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Female","Dorset and Somerset","Declared non-disabled","210","200","27100","24090"
"New entrant CS","2022","Female","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Dorset and Somerset","Unknown","110","100","24070","22510"
"New entrant CS","2022","Female","East Anglia","Declared disabled","100","90","25990","23590"
"New entrant CS","2022","Female","East Anglia","Declared non-disabled","580","550","26440","24800"
"New entrant CS","2022","Female","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East Anglia","Unknown","280","250","26510","24800"
"New entrant CS","2022","Female","East Wales","Declared disabled","120","110","27560","23880"
"New entrant CS","2022","Female","East Wales","Declared non-disabled","800","770","28240","24620"
"New entrant CS","2022","Female","East Wales","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Female","East Wales","Unknown","400","380","26040","23170"
"New entrant CS","2022","Female","East Yorkshire and Northern Lincolnshire","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Female","East Yorkshire and Northern Lincolnshire","Declared non-disabled","200","190","25030","23140"
"New entrant CS","2022","Female","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East Yorkshire and Northern Lincolnshire","Unknown","110","110","25390","23140"
"New entrant CS","2022","Female","Eastern Scotland","Declared disabled","120","120","26750","26910"
"New entrant CS","2022","Female","Eastern Scotland","Declared non-disabled","960","930","28840","27230"
"New entrant CS","2022","Female","Eastern Scotland","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Female","Eastern Scotland","Unknown","760","730","30260","27230"
"New entrant CS","2022","Female","Essex","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Female","Essex","Declared non-disabled","270","260","28550","24800"
"New entrant CS","2022","Female","Essex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Essex","Unknown","160","150","26050","24800"
"New entrant CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","170","160","30200","26190"
"New entrant CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","1140","1090","29330","26430"
"New entrant CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","50","50","30020","27000"
"New entrant CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","540","510","29020","25750"
"New entrant CS","2022","Female","Greater Manchester","Declared disabled","120","110","29390","27570"
"New entrant CS","2022","Female","Greater Manchester","Declared non-disabled","950","910","27420","24800"
"New entrant CS","2022","Female","Greater Manchester","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Female","Greater Manchester","Unknown","720","690","28840","26590"
"New entrant CS","2022","Female","Hampshire and Isle of Wight","Declared disabled","70","60","25420","23330"
"New entrant CS","2022","Female","Hampshire and Isle of Wight","Declared non-disabled","520","480","27720","25040"
"New entrant CS","2022","Female","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Hampshire and Isle of Wight","Unknown","330","290","27240","24800"
"New entrant CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","230","210","26810","24800"
"New entrant CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","90","90","25500","23140"
"New entrant CS","2022","Female","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Highlands and Islands","Declared non-disabled","60","60","27320","27230"
"New entrant CS","2022","Female","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inner London - East","Declared disabled","150","140","35220","31060"
"New entrant CS","2022","Female","Inner London - East","Declared non-disabled","980","950","37090","32310"
"New entrant CS","2022","Female","Inner London - East","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Female","Inner London - East","Unknown","510","480","36720","31060"
"New entrant CS","2022","Female","Inner London - West","Declared disabled","330","320","35590","32790"
"New entrant CS","2022","Female","Inner London - West","Declared non-disabled","2020","1980","37190","33570"
"New entrant CS","2022","Female","Inner London - West","Undeclared","130","130","36250","34020"
"New entrant CS","2022","Female","Inner London - West","Unknown","1960","1820","36640","32790"
"New entrant CS","2022","Female","Kent","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Female","Kent","Declared non-disabled","300","280","27020","24800"
"New entrant CS","2022","Female","Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Kent","Unknown","250","240","25990","24880"
"New entrant CS","2022","Female","Lancashire","Declared disabled","100","90","25700","23140"
"New entrant CS","2022","Female","Lancashire","Declared non-disabled","550","530","25880","23140"
"New entrant CS","2022","Female","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lancashire","Unknown","280","270","25350","23140"
"New entrant CS","2022","Female","Leicestershire, Rutland and Northamptonshire","Declared disabled","70","70","25930","22590"
"New entrant CS","2022","Female","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","370","350","24510","22600"
"New entrant CS","2022","Female","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leicestershire, Rutland and Northamptonshire","Unknown","210","200","24680","21680"
"New entrant CS","2022","Female","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire","Declared non-disabled","160","150","27250","23890"
"New entrant CS","2022","Female","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Female","Merseyside","Declared disabled","150","140","26820","24900"
"New entrant CS","2022","Female","Merseyside","Declared non-disabled","880","850","25520","23170"
"New entrant CS","2022","Female","Merseyside","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Female","Merseyside","Unknown","690","660","25140","24440"
"New entrant CS","2022","Female","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Eastern Scotland","Declared non-disabled","80","80","28530","27230"
"New entrant CS","2022","Female","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Eastern Scotland","Unknown","60","60","27850","27230"
"New entrant CS","2022","Female","North Yorkshire","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire","Declared non-disabled","220","210","29990","26370"
"New entrant CS","2022","Female","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire","Unknown","70","70","30360","28000"
"New entrant CS","2022","Female","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Declared non-disabled","130","130","28980","26590"
"New entrant CS","2022","Female","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Unknown","140","140","26730","24880"
"New entrant CS","2022","Female","Northumberland, and Tyne and Wear","Declared disabled","130","130","25200","21280"
"New entrant CS","2022","Female","Northumberland, and Tyne and Wear","Declared non-disabled","1050","1010","25490","21300"
"New entrant CS","2022","Female","Northumberland, and Tyne and Wear","Undeclared","60","60","26150","23170"
"New entrant CS","2022","Female","Northumberland, and Tyne and Wear","Unknown","490","460","25560","23170"
"New entrant CS","2022","Female","Outer London - East and North East","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Female","Outer London - East and North East","Declared non-disabled","250","240","29840","30460"
"New entrant CS","2022","Female","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Outer London - East and North East","Unknown","120","120","28650","29020"
"New entrant CS","2022","Female","Outer London - South","Declared disabled","60","60","32550","31060"
"New entrant CS","2022","Female","Outer London - South","Declared non-disabled","260","250","32240","30750"
"New entrant CS","2022","Female","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Outer London - South","Unknown","350","340","32840","28650"
"New entrant CS","2022","Female","Outer London - West and North West","Declared disabled","60","50","31190","31060"
"New entrant CS","2022","Female","Outer London - West and North West","Declared non-disabled","430","400","31340","31040"
"New entrant CS","2022","Female","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Outer London - West and North West","Unknown","250","240","29530","28650"
"New entrant CS","2022","Female","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire and Staffordshire","Declared disabled","70","70","26290","23740"
"New entrant CS","2022","Female","Shropshire and Staffordshire","Declared non-disabled","380","360","26860","23170"
"New entrant CS","2022","Female","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire and Staffordshire","Unknown","210","200","26790","23140"
